mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
61	61	181	181	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	699																
61	61	1087/6	1087/6	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	700																
61	61	544/3	544/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	701																
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	702																
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	703																
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	704														10		
62	62	367/2	367/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
62	62	184	184	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
62	62	369/2	369/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
62	62	371/2	371/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
62	62	183	183	0.75	0	0	Chord	6/8	3	1	3/16		1/8	3/2	705		articAccentAbove							127							
62	62	735/4	735/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	706									127							
62	62	184	184	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	707									127							
62	62	1105/6	1105/6	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	708									127							
62	62	553/3	553/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	709									127							
62	62	369/2	369/2	0.0	3/8	3/8	Spanner	6/8	3	1	0																	4			
62	62	369/2	369/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	710													4			
62	62	183	183	1.0	0	0	Chord	6/8	3	2	1/4		1/4	1	711																
62	62	183	183	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	712														10		
62	62	184	184	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	713		articStaccatoBelow							128					10		
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	714		articStaccatoBelow							128					10		
62	62	185	185	0.0	1/2	1/2	Spanner	6/8	4	1	0													128	4				10		
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	715		articStaccatoBelow								4				10		
63	63	375/2	375/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
63	63	186	186	0.0	0	0	Spanner	6/8	3	1	0																				
63	63	186	186	0.0	0	0	Spanner	6/8	3	1	0																	5			
63	63	186	186	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	716													5			
63	63	375/2	375/2	0.0	3/8	3/8	Spanner	6/8	3	1	0																				
63	63	375/2	375/2	0.16666666666666666	3/8	3/8	Chord	6/8	3	1	1/24		1/16	2/3	717																
63	63	563/3	563/3	0.16666666666666666	5/12	5/12	Chord	6/8	3	1	1/24		1/16	2/3	718																
63	63	1127/6	1127/6	0.16666666666666666	11/24	11/24	Chord	6/8	3	1	1/24		1/16	2/3	719																
63	63	188	188	0.16666666666666666	1/2	1/2	Chord	6/8	3	1	1/24		1/16	2/3	720																
63	63	1129/6	1129/6	0.16666666666666666	13/24	13/24	Chord	6/8	3	1	1/24		1/16	2/3	721																
63	63	565/3	565/3	0.16666666666666666	7/12	7/12	Chord	6/8	3	1	1/24		1/16	2/3	722																
63	63	377/2	377/2	0.16666666666666666	5/8	5/8	Chord	6/8	3	1	1/24		1/16	2/3	723																
63	63	566/3	566/3	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	724																
63	63	1133/6	1133/6	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	725																
63	63	186	186	0.0	0	0	Spanner	6/8	4	1	0																		10		
63	63	186	186	0.0	0	0	Spanner	6/8	4	1	0																4		10		
63	63	186	186	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	726									129			4		10		
63	63	187	187	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	727												4		10		
63	63	375/2	375/2	0.0	3/8	3/8	Spanner	6/8	4	1	0																		10		
63	63	186	186	1.5	0	0	Chord	6/8	4	2	3/8		1/4	3/2	728														10		
64	64	381/2	381/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0								
64	64	191	191	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
64	64	765/4	765/4	0.0	9/16	9/16	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
64	64	189	189	0.16666666666666666	0	0	Chord	6/8	3	1	1/24		1/16	2/3	729																
64	64	1135/6	1135/6	0.16666666666666666	1/24	1/24	Chord	6/8	3	1	1/24		1/16	2/3	730																
64	64	568/3	568/3	0.16666666666666666	1/12	1/12	Chord	6/8	3	1	1/24		1/16	2/3	731																
64	64	379/2	379/2	0.16666666666666666	1/8	1/8	Chord	6/8	3	1	1/24		1/16	2/3	732																
64	64	569/3	569/3	0.16666666666666666	1/6	1/6	Chord	6/8	3	1	1/24		1/16	2/3	733																
64	64	1139/6	1139/6	0.16666666666666666	5/24	5/24	Chord	6/8	3	1	1/24		1/16	2/3	734																
64	64	190	190	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	735																
64	64	1141/6	1141/6	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	736																
64	64	571/3	571/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	737																
64	64	381/2	381/2	0.0	3/8	3/8	Dynamic	6/8	3	1	0					pp															
64	64	381/2	381/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	738																
64	64	763/4	763/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	739																
64	64	191	191	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	740																
64	64	765/4	765/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	741																
64	64	383/2	383/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	742																
65	65	385/2	385/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0								
65	65	385/2	385/2	0.0	1/8	1/8	Spanner	6/8	3	1	0																				6
65	65	385/2	385/2	0.16666666666666666	1/8	1/8	Chord	6/8	3	1	1/24		1/16	2/3	743																6
65	65	578/3	578/3	0.16666666666666666	1/6	1/6	Chord	6/8	3	1	1/24		1/16	2/3	744																6
65	65	1157/6	1157/6	0.16666666666666666	5/24	5/24	Chord	6/8	3	1	1/24		1/16	2/3	745																6
65	65	193	193	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	746																6
65	65	1159/6	1159/6	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	747																6
65	65	580/3	580/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	748																6
65	65	387/2	387/2	0.16666666666666666	3/8	3/8	Chord	6/8	3	1	1/24		1/16	2/3	749																6
65	65	581/3	581/3	0.16666666666666666	5/12	5/12	Chord	6/8	3	1	1/24		1/16	2/3	750																6
65	65	1163/6	1163/6	0.16666666666666666	11/24	11/24	Chord	6/8	3	1	1/24		1/16	2/3	751																6
65	65	194	194	0.16666666666666666	1/2	1/2	Chord	6/8	3	1	1/24		1/16	2/3	752																6
65	65	1165/6	1165/6	0.16666666666666666	13/24	13/24	Chord	6/8	3	1	1/24		1/16	2/3	753																6
65	65	583/3	583/3	0.16666666666666666	7/12	7/12	Chord	6/8	3	1	1/24		1/16	2/3	754																6
65	65	389/2	389/2	0.16666666666666666	5/8	5/8	Chord	6/8	3	1	1/24		1/16	2/3	755																6
65	65	584/3	584/3	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	756																6
65	65	1169/6	1169/6	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	757																6
65	65	195	195	0.16666666666666666	3/4	3/4	Chord	6/8	3	1	1/24		1/16	2/3	758																6
65	65	1171/6	1171/6	0.16666666666666666	19/24	19/24	Chord	6/8	3	1	1/24		1/16	2/3	759																6
65	65	586/3	586/3	0.16666666666666666	5/6	5/6	Chord	6/8	3	1	1/24		1/16	2/3	760																6
65	65	385/2	385/2	0.16666666666666666	1/8	1/8	Chord	6/8	3	2	1/24		1/16	2/3	761																6
65	65	1157/6	1157/6	0.16666666666666666	5/24	5/24	Chord	6/8	3	2	1/24		1/16	2/3	762																6
65	65	193	193	0.16666666666666666	1/4	1/4	Chord	6/8	3	2	1/24		1/16	2/3	763																6
65	65	580/3	580/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	2	1/24		1/16	2/3	764																6
65	65	387/2	387/2	0.16666666666666666	3/8	3/8	Chord	6/8	3	2	1/24		1/16	2/3	765																6
65	65	1163/6	1163/6	0.16666666666666666	11/24	11/24	Chord	6/8	3	2	1/24		1/16	2/3	766																6
65	65	194	194	0.16666666666666666	1/2	1/2	Chord	6/8	3	2	1/24		1/16	2/3	767																6
65	65	583/3	583/3	0.16666666666666666	7/12	7/12	Chord	6/8	3	2	1/24		1/16	2/3	768																6
65	65	389/2	389/2	0.16666666666666666	5/8	5/8	Chord	6/8	3	2	1/24		1/16	2/3	769																6
65	65	1169/6	1169/6	0.16666666666666666	17/24	17/24	Chord	6/8	3	2	1/24		1/16	2/3	770																6
65	65	195	195	0.16666666666666666	3/4	3/4	Chord	6/8	3	2	1/24		1/16	2/3	771																6
65	65	586/3	586/3	0.16666666666666666	5/6	5/6	Chord	6/8	3	2	1/24		1/16	2/3	772																6
65	65	192	192	0.0	0	0	Spanner	6/8	4	1	0																				
65	65	192	192	0.0	0	0	Spanner	6/8	4	1	0																		11		
66	66	391/2	391/2	0.16666666666666666	0	0	Chord	6/8	3	1	1/24		1/16	2/3	773																6
66	66	587/3	587/3	0.16666666666666666	1/24	1/24	Chord	6/8	3	1	1/24		1/16	2/3	774																6
66	66	1175/6	1175/6	0.16666666666666666	1/12	1/12	Chord	6/8	3	1	1/24		1/16	2/3	775																6
66	66	196	196	0.16666666666666666	1/8	1/8	Chord	6/8	3	1	1/24		1/16	2/3	776																6
66	66	1177/6	1177/6	0.16666666666666666	1/6	1/6	Chord	6/8	3	1	1/24		1/16	2/3	777																6
66	66	589/3	589/3	0.16666666666666666	5/24	5/24	Chord	6/8	3	1	1/24		1/16	2/3	778																6
66	66	393/2	393/2	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	779																6
66	66	590/3	590/3	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	780																6
66	66	1181/6	1181/6	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	781																6
66	66	197	197	0.16666666666666666	3/8	3/8	Chord	6/8	3	1	1/24		1/16	2/3	782																6
66	66	1183/6	1183/6	0.16666666666666666	5/12	5/12	Chord	6/8	3	1	1/24		1/16	2/3	783																6
66	66	592/3	592/3	0.16666666666666666	11/24	11/24	Chord	6/8	3	1	1/24		1/16	2/3	784																6
66	66	395/2	395/2	0.16666666666666666	1/2	1/2	Chord	6/8	3	1	1/24		1/16	2/3	785																6
66	66	593/3	593/3	0.16666666666666666	13/24	13/24	Chord	6/8	3	1	1/24		1/16	2/3	786																6
66	66	1187/6	1187/6	0.16666666666666666	7/12	7/12	Chord	6/8	3	1	1/24		1/16	2/3	787																6
66	66	198	198	0.16666666666666666	5/8	5/8	Chord	6/8	3	1	1/24		1/16	2/3	788																6
66	66	1189/6	1189/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	789																6
66	66	595/3	595/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	790																6
66	66	397/2	397/2	0.16666666666666666	3/4	3/4	Chord	6/8	3	1	1/24		1/16	2/3	791																6
66	66	596/3	596/3	0.16666666666666666	19/24	19/24	Chord	6/8	3	1	1/24		1/16	2/3	792																6
66	66	1193/6	1193/6	0.16666666666666666	5/6	5/6	Chord	6/8	3	1	1/24		1/16	2/3	793																6
66	66	199	199	0.16666666666666666	7/8	7/8	Chord	6/8	3	1	1/24		1/16	2/3	794																6
66	66	1195/6	1195/6	0.16666666666666666	11/12	11/12	Chord	6/8	3	1	1/24		1/16	2/3	795																6
66	66	598/3	598/3	0.16666666666666666	23/24	23/24	Chord	6/8	3	1	1/24		1/16	2/3	796																6
66	66	399/2	399/2	0.16666666666666666	1	1	Chord	6/8	3	1	1/24		1/16	2/3	797																6
66	66	599/3	599/3	0.16666666666666666	25/24	25/24	Chord	6/8	3	1	1/24		1/16	2/3	798																6
66	66	1199/6	1199/6	0.16666666666666666	13/12	13/12	Chord	6/8	3	1	1/24		1/16	2/3	799																6
66	66	200	200	0.16666666666666666	9/8	9/8	Chord	6/8	3	1	1/24		1/16	2/3	800																6
66	66	1201/6	1201/6	0.16666666666666666	7/6	7/6	Chord	6/8	3	1	1/24		1/16	2/3	801																6
66	66	601/3	601/3	0.16666666666666666	29/24	29/24	Chord	6/8	3	1	1/24		1/16	2/3	802																6
66	66	401/2	401/2	0.0	5/4	5/4	Spanner	6/8	3	1	0																				
66	66	401/2	401/2	0.16666666666666666	5/4	5/4	Chord	6/8	3	1	1/24		1/16	2/3	803																
66	66	602/3	602/3	0.16666666666666666	31/24	31/24	Chord	6/8	3	1	1/24		1/16	2/3	804																
66	66	1205/6	1205/6	0.16666666666666666	4/3	4/3	Chord	6/8	3	1	1/24		1/16	2/3	805																
66	66	201	201	0.16666666666666666	11/8	11/8	Chord	6/8	3	1	1/24		1/16	2/3	806																
66	66	1207/6	1207/6	0.16666666666666666	17/12	17/12	Chord	6/8	3	1	1/24		1/16	2/3	807																
66	66	604/3	604/3	0.16666666666666666	35/24	35/24	Chord	6/8	3	1	1/24		1/16	2/3	808																
66	66	403/2	403/2	0.16666666666666666	3/2	3/2	Chord	6/8	3	1	1/24		1/16	2/3	809																
66	66	605/3	605/3	0.16666666666666666	37/24	37/24	Chord	6/8	3	1	1/24		1/16	2/3	810																
66	66	1211/6	1211/6	0.16666666666666666	19/12	19/12	Chord	6/8	3	1	1/24		1/16	2/3	811																
66	66	202	202	0.16666666666666666	13/8	13/8	Chord	6/8	3	1	1/24		1/16	2/3	812																
66	66	1213/6	1213/6	0.16666666666666666	5/3	5/3	Chord	6/8	3	1	1/24		1/16	2/3	813																
66	66	607/3	607/3	0.16666666666666666	41/24	41/24	Chord	6/8	3	1	1/24		1/16	2/3	814																
66	66	405/2	405/2	0.16666666666666666	7/4	7/4	Chord	6/8	3	1	1/24		1/16	2/3	815																
66	66	608/3	608/3	0.16666666666666666	43/24	43/24	Chord	6/8	3	1	1/24		1/16	2/3	816																
66	66	1217/6	1217/6	0.16666666666666666	11/6	11/6	Chord	6/8	3	1	1/24		1/16	2/3	817																
66	66	203	203	0.16666666666666666	15/8	15/8	Chord	6/8	3	1	1/24		1/16	2/3	818																
66	66	1219/6	1219/6	0.16666666666666666	23/12	23/12	Chord	6/8	3	1	1/24		1/16	2/3	819																
66	66	610/3	610/3	0.16666666666666666	47/24	47/24	Chord	6/8	3	1	1/24		1/16	2/3	820																
66	66	391/2	391/2	0.16666666666666666	0	0	Chord	6/8	3	2	1/24		1/16	2/3	821																
66	66	1175/6	1175/6	0.16666666666666666	1/12	1/12	Chord	6/8	3	2	1/24		1/16	2/3	822																
66	66	196	196	0.16666666666666666	1/8	1/8	Chord	6/8	3	2	1/24		1/16	2/3	823																
66	66	589/3	589/3	0.16666666666666666	5/24	5/24	Chord	6/8	3	2	1/24		1/16	2/3	824																
66	66	393/2	393/2	0.16666666666666666	1/4	1/4	Chord	6/8	3	2	1/24		1/16	2/3	825																
66	66	1181/6	1181/6	0.16666666666666666	1/3	1/3	Chord	6/8	3	2	1/24		1/16	2/3	826																
66	66	197	197	0.16666666666666666	3/8	3/8	Chord	6/8	3	2	1/24		1/16	2/3	827																
66	66	592/3	592/3	0.16666666666666666	11/24	11/24	Chord	6/8	3	2	1/24		1/16	2/3	828																
66	66	395/2	395/2	0.16666666666666666	1/2	1/2	Chord	6/8	3	2	1/24		1/16	2/3	829																
66	66	1187/6	1187/6	0.16666666666666666	7/12	7/12	Chord	6/8	3	2	1/24		1/16	2/3	830																
66	66	198	198	0.16666666666666666	5/8	5/8	Chord	6/8	3	2	1/24		1/16	2/3	831																
66	66	595/3	595/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	2	1/24		1/16	2/3	832																
66	66	397/2	397/2	0.16666666666666666	3/4	3/4	Chord	6/8	3	2	1/24		1/16	2/3	833																
66	66	1193/6	1193/6	0.16666666666666666	5/6	5/6	Chord	6/8	3	2	1/24		1/16	2/3	834																
66	66	199	199	0.16666666666666666	7/8	7/8	Chord	6/8	3	2	1/24		1/16	2/3	835																
66	66	598/3	598/3	0.16666666666666666	23/24	23/24	Chord	6/8	3	2	1/24		1/16	2/3	836																
66	66	399/2	399/2	0.16666666666666666	1	1	Chord	6/8	3	2	1/24		1/16	2/3	837																
66	66	1199/6	1199/6	0.16666666666666666	13/12	13/12	Chord	6/8	3	2	1/24		1/16	2/3	838																
66	66	200	200	0.16666666666666666	9/8	9/8	Chord	6/8	3	2	1/24		1/16	2/3	839																
66	66	601/3	601/3	0.16666666666666666	29/24	29/24	Chord	6/8	3	2	1/24		1/16	2/3	840																
66	66	401/2	401/2	0.16666666666666666	5/4	5/4	Chord	6/8	3	2	1/24		1/16	2/3	841																
66	66	1205/6	1205/6	0.16666666666666666	4/3	4/3	Chord	6/8	3	2	1/24		1/16	2/3	842																
66	66	201	201	0.16666666666666666	11/8	11/8	Chord	6/8	3	2	1/24		1/16	2/3	843																
66	66	604/3	604/3	0.16666666666666666	35/24	35/24	Chord	6/8	3	2	1/24		1/16	2/3	844																
66	66	403/2	403/2	0.16666666666666666	3/2	3/2	Chord	6/8	3	2	1/24		1/16	2/3	845																
66	66	1211/6	1211/6	0.16666666666666666	19/12	19/12	Chord	6/8	3	2	1/24		1/16	2/3	846																
66	66	202	202	0.16666666666666666	13/8	13/8	Chord	6/8	3	2	1/24		1/16	2/3	847																
66	66	607/3	607/3	0.16666666666666666	41/24	41/24	Chord	6/8	3	2	1/24		1/16	2/3	848																
66	66	405/2	405/2	0.16666666666666666	7/4	7/4	Chord	6/8	3	2	1/24		1/16	2/3	849																
66	66	1217/6	1217/6	0.16666666666666666	11/6	11/6	Chord	6/8	3	2	1/24		1/16	2/3	850																
66	66	203	203	0.16666666666666666	15/8	15/8	Chord	6/8	3	2	1/24		1/16	2/3	851																
66	66	610/3	610/3	0.16666666666666666	47/24	47/24	Chord	6/8	3	2	1/24		1/16	2/3	852																
67	67	415/2	415/2	0.0	1	1	Tempo	6/8	1	1	0								𝅘𝅥=115	115.0	𝅘𝅥	115.0	0.0								
67	67	419/2	419/2	0.0	3/2	3/2	Tempo	6/8	1	1	0								𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0								
67	67	407/2	407/2	0.0	0	0	Spanner	6/8	3	1	0																5				
67	67	407/2	407/2	0.16666666666666666	0	0	Chord	6/8	3	1	1/24		1/16	2/3	853												5				
67	67	611/3	611/3	0.16666666666666666	1/24	1/24	Chord	6/8	3	1	1/24		1/16	2/3	854												5				
67	67	1223/6	1223/6	0.16666666666666666	1/12	1/12	Chord	6/8	3	1	1/24		1/16	2/3	855												5				
67	67	204	204	0.16666666666666666	1/8	1/8	Chord	6/8	3	1	1/24		1/16	2/3	856												5				
67	67	1225/6	1225/6	0.16666666666666666	1/6	1/6	Chord	6/8	3	1	1/24		1/16	2/3	857												5				
67	67	613/3	613/3	0.16666666666666666	5/24	5/24	Chord	6/8	3	1	1/24		1/16	2/3	858												5				
67	67	409/2	409/2	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	859												5				
67	67	614/3	614/3	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	860												5				
67	67	1229/6	1229/6	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	861												5				
67	67	205	205	0.16666666666666666	3/8	3/8	Chord	6/8	3	1	1/24		1/16	2/3	862												5				
67	67	1231/6	1231/6	0.16666666666666666	5/12	5/12	Chord	6/8	3	1	1/24		1/16	2/3	863												5				
67	67	616/3	616/3	0.16666666666666666	11/24	11/24	Chord	6/8	3	1	1/24		1/16	2/3	864												5				
67	67	411/2	411/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																				
67	67	411/2	411/2	0.16666666666666666	1/2	1/2	Chord	6/8	3	1	1/24		1/16	2/3	865																
67	67	617/3	617/3	0.16666666666666666	13/24	13/24	Chord	6/8	3	1	1/24		1/16	2/3	866																
67	67	1235/6	1235/6	0.16666666666666666	7/12	7/12	Chord	6/8	3	1	1/24		1/16	2/3	867																
67	67	206	206	0.16666666666666666	5/8	5/8	Chord	6/8	3	1	1/24		1/16	2/3	868																
67	67	1237/6	1237/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	869																
67	67	619/3	619/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	870																
67	67	413/2	413/2	0.16666666666666666	3/4	3/4	Chord	6/8	3	1	1/24		1/16	2/3	871																
67	67	620/3	620/3	0.16666666666666666	19/24	19/24	Chord	6/8	3	1	1/24		1/16	2/3	872																
67	67	1241/6	1241/6	0.16666666666666666	5/6	5/6	Chord	6/8	3	1	1/24		1/16	2/3	873																
67	67	207	207	0.16666666666666666	7/8	7/8	Chord	6/8	3	1	1/24		1/16	2/3	874																
67	67	1243/6	1243/6	0.16666666666666666	11/12	11/12	Chord	6/8	3	1	1/24		1/16	2/3	875																
67	67	622/3	622/3	0.16666666666666666	23/24	23/24	Chord	6/8	3	1	1/24		1/16	2/3	876																
67	67	415/2	415/2	0.16666666666666666	1	1	Chord	6/8	3	1	1/24		1/16	2/3	877																
67	67	623/3	623/3	0.16666666666666666	25/24	25/24	Chord	6/8	3	1	1/24		1/16	2/3	878																
67	67	1247/6	1247/6	0.16666666666666666	13/12	13/12	Chord	6/8	3	1	1/24		1/16	2/3	879																
67	67	208	208	0.16666666666666666	9/8	9/8	Chord	6/8	3	1	1/24		1/16	2/3	880																
67	67	1249/6	1249/6	0.16666666666666666	7/6	7/6	Chord	6/8	3	1	1/24		1/16	2/3	881																
67	67	625/3	625/3	0.16666666666666666	29/24	29/24	Chord	6/8	3	1	1/24		1/16	2/3	882																
67	67	417/2	417/2	0.16666666666666666	5/4	5/4	Chord	6/8	3	1	1/24		1/16	2/3	883																
67	67	626/3	626/3	0.16666666666666666	31/24	31/24	Chord	6/8	3	1	1/24		1/16	2/3	884																
67	67	1253/6	1253/6	0.16666666666666666	4/3	4/3	Chord	6/8	3	1	1/24		1/16	2/3	885																
67	67	209	209	0.16666666666666666	11/8	11/8	Chord	6/8	3	1	1/24		1/16	2/3	886																
67	67	1255/6	1255/6	0.16666666666666666	17/12	17/12	Chord	6/8	3	1	1/24		1/16	2/3	887																
67	67	628/3	628/3	0.16666666666666666	35/24	35/24	Chord	6/8	3	1	1/24		1/16	2/3	888																
67	67	419/2	419/2	0.16666666666666666	3/2	3/2	Chord	6/8	3	1	1/24		1/16	2/3	889																
67	67	629/3	629/3	0.16666666666666666	37/24	37/24	Chord	6/8	3	1	1/24		1/16	2/3	890																
67	67	1259/6	1259/6	0.16666666666666666	19/12	19/12	Chord	6/8	3	1	1/24		1/16	2/3	891																
67	67	210	210	0.16666666666666666	13/8	13/8	Chord	6/8	3	1	1/24		1/16	2/3	892																
67	67	1261/6	1261/6	0.16666666666666666	5/3	5/3	Chord	6/8	3	1	1/24		1/16	2/3	893																
67	67	631/3	631/3	0.16666666666666666	41/24	41/24	Chord	6/8	3	1	1/24		1/16	2/3	894																
67	67	421/2	421/2	0.16666666666666666	7/4	7/4	Chord	6/8	3	1	1/24		1/16	2/3	895																
67	67	632/3	632/3	0.16666666666666666	43/24	43/24	Chord	6/8	3	1	1/24		1/16	2/3	896																
67	67	1265/6	1265/6	0.16666666666666666	11/6	11/6	Chord	6/8	3	1	1/24		1/16	2/3	897																
67	67	211	211	0.16666666666666666	15/8	15/8	Chord	6/8	3	1	1/24		1/16	2/3	898																
67	67	1267/6	1267/6	0.16666666666666666	23/12	23/12	Chord	6/8	3	1	1/24		1/16	2/3	899																
67	67	634/3	634/3	0.16666666666666666	47/24	47/24	Chord	6/8	3	1	1/24		1/16	2/3	900																
67	67	407/2	407/2	0.16666666666666666	0	0	Chord	6/8	3	2	1/24		1/16	2/3	901																
67	67	1223/6	1223/6	0.16666666666666666	1/12	1/12	Chord	6/8	3	2	1/24		1/16	2/3	902																
67	67	204	204	0.16666666666666666	1/8	1/8	Chord	6/8	3	2	1/24		1/16	2/3	903																
67	67	613/3	613/3	0.16666666666666666	5/24	5/24	Chord	6/8	3	2	1/24		1/16	2/3	904																
67	67	409/2	409/2	0.16666666666666666	1/4	1/4	Chord	6/8	3	2	1/24		1/16	2/3	905																
67	67	1229/6	1229/6	0.16666666666666666	1/3	1/3	Chord	6/8	3	2	1/24		1/16	2/3	906																
67	67	205	205	0.16666666666666666	3/8	3/8	Chord	6/8	3	2	1/24		1/16	2/3	907																
67	67	616/3	616/3	0.16666666666666666	11/24	11/24	Chord	6/8	3	2	1/24		1/16	2/3	908																
67	67	411/2	411/2	0.0	1/2	1/2	Dynamic	6/8	3	2	0					ppp															
67	67	411/2	411/2	0.16666666666666666	1/2	1/2	Chord	6/8	3	2	1/24		1/16	2/3	909																
67	67	1235/6	1235/6	0.16666666666666666	7/12	7/12	Chord	6/8	3	2	1/24		1/16	2/3	910																
67	67	206	206	0.16666666666666666	5/8	5/8	Chord	6/8	3	2	1/24		1/16	2/3	911																
67	67	619/3	619/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	2	1/24		1/16	2/3	912																
67	67	413/2	413/2	0.16666666666666666	3/4	3/4	Chord	6/8	3	2	1/24		1/16	2/3	913																
67	67	1241/6	1241/6	0.16666666666666666	5/6	5/6	Chord	6/8	3	2	1/24		1/16	2/3	914																
67	67	207	207	0.16666666666666666	7/8	7/8	Chord	6/8	3	2	1/24		1/16	2/3	915																
67	67	622/3	622/3	0.16666666666666666	23/24	23/24	Chord	6/8	3	2	1/24		1/16	2/3	916																
67	67	415/2	415/2	0.16666666666666666	1	1	Chord	6/8	3	2	1/24		1/16	2/3	917																
67	67	1247/6	1247/6	0.16666666666666666	13/12	13/12	Chord	6/8	3	2	1/24		1/16	2/3	918																
67	67	208	208	0.16666666666666666	9/8	9/8	Chord	6/8	3	2	1/24		1/16	2/3	919																
67	67	625/3	625/3	0.16666666666666666	29/24	29/24	Chord	6/8	3	2	1/24		1/16	2/3	920																
67	67	417/2	417/2	0.16666666666666666	5/4	5/4	Chord	6/8	3	2	1/24		1/16	2/3	921																
