mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	diminuendo_line	Ottava:8va
124	120	963/2	963/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1261												
124	120	3853/8	3853/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1262												
124	120	1927/4	1927/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1263												
124	120	3855/8	3855/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1264												
124	120	482	482	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1265												
124	120	3857/8	3857/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1266												
124	120	1929/4	1929/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1267												
124	120	3859/8	3859/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1268												
124	120	965/2	965/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1269												
124	120	3861/8	3861/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1270												
124	120	1931/4	1931/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1271												
124	120	3863/8	3863/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1272												
124	120	483	483	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	1273												
124	120	3865/8	3865/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1274												
124	120	1933/4	1933/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1275												
124	120	3867/8	3867/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1276												
124	120	967/2	967/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1277												
124	120	3869/8	3869/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1278												
124	120	1935/4	1935/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1279												
124	120	3871/8	3871/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1280												
124	120	484	484	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1281												
124	120	3873/8	3873/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1282												
124	120	1937/4	1937/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1283												
124	120	3875/8	3875/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1284												
124	120	969/2	969/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1285												
124	120	3877/8	3877/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1286												
124	120	1939/4	1939/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1287												
124	120	3879/8	3879/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1288												
125	121	971/2	971/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1289												
125	121	486	486	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1290												
125	121	1945/4	1945/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1291												
125	121	973/2	973/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1292												
125	121	1947/4	1947/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1293												
125	121	487	487	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	1294												
125	121	2923/6	2923/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	1295												
125	121	1462/3	1462/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	1296												
125	121	975/2	975/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	1297												
125	121	1463/3	1463/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	1298												
125	121	2927/6	2927/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	1299												
125	121	488	488	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	1300												
125	121	2929/6	2929/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	1301												
125	121	1465/3	1465/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	1302												
125	121	977/2	977/2	0.375	7/8	7/8	Chord	4/4	1	1	3/32		1/16	3/2	1303												
125	121	3911/8	3911/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1304												
125	121	485	485	2.0	0	0	Chord	4/4	2	1	1/2	c32	1/2	1	1305												
125	121	485	485	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1306												
125	121	487	487	2.0	1/2	1/2	Chord	4/4	2	1	1/2	c32	1/2	1	1307												
125	121	487	487	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1308												
126	122	490	490	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f											
126	122	490	490	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1309				126								
126	122	491	491	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1310		articAccentAbove		126								
126	122	985/2	985/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1311												
126	122	489	489	0.125	0	0	Chord	4/4	2	1	1/32		1/32	1	1312												
126	122	3913/8	3913/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1313												
126	122	1957/4	1957/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1314												
126	122	3915/8	3915/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1315												
126	122	979/2	979/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1316												
126	122	3917/8	3917/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1317												
126	122	1959/4	1959/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1318												
126	122	3919/8	3919/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1319												
126	122	490	490	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1320												
126	122	3921/8	3921/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1321												
126	122	1961/4	1961/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1322												
126	122	3923/8	3923/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1323												
126	122	981/2	981/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1324												
126	122	3925/8	3925/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1325												
126	122	1963/4	1963/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1326												
126	122	3927/8	3927/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1327												
126	122	491	491	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	1328												
126	122	3929/8	3929/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1329												
126	122	1965/4	1965/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1330												
126	122	3931/8	3931/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1331												
126	122	983/2	983/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1332												
126	122	3933/8	3933/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1333												
126	122	1967/4	1967/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1334												
126	122	3935/8	3935/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1335												
126	122	492	492	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1336												
126	122	3937/8	3937/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1337												
126	122	1969/4	1969/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1338												
126	122	3939/8	3939/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1339												
126	122	985/2	985/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1340												
126	122	3941/8	3941/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1341												
126	122	1971/4	1971/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1342												
126	122	3943/8	3943/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1343												
127	123	987/2	987/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1344												
127	123	494	494	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1345												
127	123	1977/4	1977/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1346												
127	123	989/2	989/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1347												
127	123	1979/4	1979/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1348												
127	123	495	495	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1349												
127	123	1981/4	1981/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1350												
127	123	991/2	991/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1351												
127	123	1983/4	1983/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1352												
127	123	496	496	0.2	3/4	3/4	Chord	4/4	1	1	1/20		1/16	4/5	1353												
127	123	2481/5	2481/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20		1/16	4/5	1354												
127	123	2482/5	2482/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20		1/16	4/5	1355												
127	123	2483/5	2483/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20		1/16	4/5	1356												
127	123	2484/5	2484/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20		1/16	4/5	1357												
127	123	497	497	0.25	1	1	Chord	4/4	1	1	1/16		1/16	1	1358												
127	123	1989/4	1989/4	0.25	17/16	17/16	Chord	4/4	1	1	1/16		1/16	1	1359												
127	123	995/2	995/2	0.25	9/8	9/8	Chord	4/4	1	1	1/16		1/16	1	1360												
127	123	1991/4	1991/4	0.25	19/16	19/16	Chord	4/4	1	1	1/16		1/16	1	1361												
127	123	498	498	0.375	5/4	5/4	Chord	4/4	1	1	3/32		1/16	3/2	1362												
127	123	3987/8	3987/8	0.125	43/32	43/32	Chord	4/4	1	1	1/32		1/32	1	1363												
127	123	997/2	997/2	0.25	11/8	11/8	Chord	4/4	1	1	1/16		1/16	1	1364												
127	123	1995/4	1995/4	0.25	23/16	23/16	Chord	4/4	1	1	1/16		1/16	1	1365												
127	123	493	493	0.0	0	0	StaffText	4/4	2	1	0							cresc. molto									
127	123	493	493	0.125	0	0	Chord	4/4	2	1	1/32		1/32	1	1366												
127	123	3945/8	3945/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1367												
127	123	1973/4	1973/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1368												
127	123	3947/8	3947/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1369												
127	123	987/2	987/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1370												
127	123	3949/8	3949/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1371												
127	123	1975/4	1975/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1372												
127	123	3951/8	3951/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1373												
127	123	494	494	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1374												
127	123	3953/8	3953/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1375												
127	123	1977/4	1977/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1376												
127	123	3955/8	3955/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1377												
127	123	989/2	989/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1378												
127	123	3957/8	3957/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1379												
127	123	1979/4	1979/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1380												
127	123	3959/8	3959/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1381												
127	123	495	495	2.0	1/2	1/2	Chord	4/4	2	1	1/2	c32	1/2	1	1382												
127	123	495	495	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1383												
127	123	497	497	2.0	1	1	Chord	4/4	2	1	1/2	c32	1/2	1	1384												
127	123	497	497	2.0	1	1	Chord	4/4	2	1	1/2		1/2	1	1385												
128	124	499	499	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1386				127								
128	124	999/2	999/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1387				127								
128	124	1001/2	1001/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1388												
128	124	501	501	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1389				128								
128	124	2005/4	2005/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1390				128								
128	124	1003/2	1003/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1391				128								
128	124	2007/4	2007/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1392				128								
128	124	502	502	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1393				128								
128	124	2009/4	2009/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1394				128								
128	124	1005/2	1005/2	0.375	7/8	7/8	Chord	4/4	1	1	3/32		1/16	3/2	1395				128								
128	124	4023/8	4023/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1396												
128	124	499	499	0.0	0	0	Dynamic	4/4	2	1	0					p											
128	124	3993/8	3993/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1397												
128	124	1997/4	1997/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1398												
128	124	3995/8	3995/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1399												
128	124	999/2	999/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1400												
128	124	3997/8	3997/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1401												
128	124	1999/4	1999/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1402												
128	124	3999/8	3999/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1403												
128	124	4001/8	4001/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1404												
128	124	2001/4	2001/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1405												
128	124	4003/8	4003/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1406												
128	124	1001/2	1001/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1407												
128	124	4005/8	4005/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1408												
128	124	2003/4	2003/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1409												
128	124	4007/8	4007/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1410												
128	124	4009/8	4009/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1411												
128	124	2005/4	2005/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1412												
128	124	4011/8	4011/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1413												
128	124	1003/2	1003/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1414												
128	124	4013/8	4013/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1415												
128	124	2007/4	2007/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1416												
128	124	4015/8	4015/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1417												
128	124	502	502	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1418												
128	124	4017/8	4017/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1419												
128	124	2009/4	2009/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1420												
128	124	4019/8	4019/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1421												
128	124	1005/2	1005/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1422												
128	124	4021/8	4021/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1423												
128	124	2011/4	2011/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1424												
128	124	4023/8	4023/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1425												
128	124	499	499	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1426												
128	124	500	500	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1427												
128	124	501	501	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1428												
129	125	503	503	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1429				129								
129	125	1007/2	1007/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1430				129								
129	125	1009/2	1009/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1431												
129	125	505	505	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1432				130								
129	125	2021/4	2021/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1433				130								
129	125	1011/2	1011/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1434				130								
129	125	2023/4	2023/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1435				130								
129	125	506	506	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1436				130								
129	125	2025/4	2025/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1437				130								
129	125	1013/2	1013/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1438				130								
129	125	2027/4	2027/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1439												
129	125	4025/8	4025/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1440												
129	125	2013/4	2013/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1441												
129	125	4027/8	4027/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1442												
129	125	1007/2	1007/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1443												
129	125	4029/8	4029/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1444												
129	125	2015/4	2015/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1445												
129	125	4031/8	4031/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1446												
129	125	4033/8	4033/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1447												
129	125	2017/4	2017/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1448												
129	125	4035/8	4035/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1449												
129	125	1009/2	1009/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1450												
129	125	4037/8	4037/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1451												
129	125	2019/4	2019/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1452												
129	125	4039/8	4039/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1453												
129	125	4041/8	4041/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1454												
129	125	2021/4	2021/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1455												
129	125	4043/8	4043/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1456												
129	125	1011/2	1011/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1457												
129	125	4045/8	4045/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1458												
129	125	2023/4	2023/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1459												
129	125	4047/8	4047/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1460												
129	125	506	506	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1461												
129	125	4049/8	4049/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1462												
129	125	2025/4	2025/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1463												
129	125	4051/8	4051/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1464												
129	125	1013/2	1013/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1465												
129	125	4053/8	4053/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1466												
129	125	2027/4	2027/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1467												
129	125	4055/8	4055/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1468												
129	125	503	503	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1469												
129	125	504	504	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1470												
129	125	505	505	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1471												
130	126	507	507	0.0	0	0	Spanner	4/4	1	1	0													2			
130	126	507	507	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1472				131					2			
130	126	2029/4	2029/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1473				131					2			
130	126	1015/2	1015/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1474				131					2			
130	126	2031/4	2031/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1475				131					2			
130	126	508	508	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1476				131					2			
130	126	2033/4	2033/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1477				131					2			
130	126	1017/2	1017/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1478				131					2			
130	126	2035/4	2035/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1479									2			
130	126	509	509	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1480				132					2			
130	126	2037/4	2037/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1481				132					2			
130	126	1019/2	1019/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1482				132					2			
130	126	2039/4	2039/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1483				132					2			
130	126	510	510	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1484				132					2			
130	126	2041/4	2041/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1485				132					2			
130	126	1021/2	1021/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1486				132					2			
130	126	2043/4	2043/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1487									2			
130	126	4057/8	4057/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1488												
130	126	2029/4	2029/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1489												
130	126	4059/8	4059/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1490												
130	126	1015/2	1015/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1491												
130	126	4061/8	4061/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1492												
130	126	2031/4	2031/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1493												
130	126	4063/8	4063/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1494												
130	126	508	508	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1495												
130	126	4065/8	4065/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1496												
130	126	2033/4	2033/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1497												
130	126	4067/8	4067/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1498												
130	126	1017/2	1017/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1499												
130	126	4069/8	4069/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1500												
130	126	2035/4	2035/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1501												
130	126	4071/8	4071/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1502												
130	126	4073/8	4073/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1503												
130	126	2037/4	2037/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1504												
130	126	4075/8	4075/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1505												
130	126	1019/2	1019/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1506												
130	126	4077/8	4077/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1507												
130	126	2039/4	2039/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1508												
130	126	4079/8	4079/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1509												
130	126	510	510	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1510												
130	126	4081/8	4081/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1511												
130	126	2041/4	2041/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1512												
130	126	4083/8	4083/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1513												
130	126	1021/2	1021/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1514												
130	126	4085/8	4085/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1515												
130	126	2043/4	2043/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1516												
130	126	4087/8	4087/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1517												
130	126	507	507	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1518												
130	126	509	509	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1519												
131	127	511	511	0.0	0	0	Dynamic	4/4	1	1	0					ff											
131	127	511	511	0.0	0	0	Spanner	4/4	1	1	0																
131	127	2045/4	2045/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1520												
131	127	1023/2	1023/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1521												
131	127	2047/4	2047/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1522												
131	127	512	512	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1523												
131	127	2049/4	2049/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1524												
131	127	1025/2	1025/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1525												
