mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Ottava:8va
55	55	218	218	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1029										
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1030										
55	55	1315/6	1315/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	1031										
55	55	658/3	658/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	1032										
55	55	439/2	439/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	1033										
55	55	659/3	659/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1034										
55	55	1319/6	1319/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1035										
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1036										
56	56	220	220	0.0	0	0	Spanner	4/4	1	1	0														
56	56	220	220	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1037										
56	56	222	222	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	1038										
56	56	895/4	895/4	0.0	15/16	15/16	Spanner	4/4	1	1	0														4
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1039										4
56	56	220	220	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1040										
56	56	441/2	441/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1041										
56	56	221	221	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1042										
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1043										
56	56	222	222	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1044										
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1045										
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1046										
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1047										
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	1048										
57	57	224	224	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	1049										4
57	57	455/2	455/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1050										4
57	57	683/3	683/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1051										4
57	57	1367/6	1367/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1052										4
57	57	224	224	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1053										
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1054										
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1055										
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1056										
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1057										
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1058										
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1059										
57	57	455/2	455/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	1060										
57	57	683/3	683/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1061										
57	57	1367/6	1367/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1062										
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1063		articStaccatissimoAbove								4
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1064										4
58	58	229	229	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1065										4
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1066										4
58	58	231	231	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1067										4
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1068										4
58	58	228	228	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1069										
58	58	457/2	457/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1070										
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1071										
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1072										
58	58	230	230	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1073										
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1074										
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1075										
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1076										
59	59	232	232	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1077										4
59	59	234	234	0.0	1/2	1/2	Spanner	4/4	1	1	0														
59	59	235	235	0.0	3/4	3/4	Dynamic	4/4	1	1	0					ff									
59	59	235	235	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1078										
59	59	706/3	706/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1079										
59	59	707/3	707/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1080										
59	59	232	232	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1081										
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1082										
59	59	233	233	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1083										
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1084										
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1085										
59	59	235	235	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1086										
59	59	706/3	706/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1087										
59	59	707/3	707/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1088										
60	60	236	236	0.6666666666666666	0	0	Chord	4/4	1	1	1/6		1/4	2/3	1089										
60	60	710/3	710/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1090										
60	60	237	237	0.0	1/4	1/4	Spanner	4/4	1	1	0									0	0				
60	60	237	237	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1091		articMarcatoBelow			0	0				
60	60	238	238	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1092					0	0				
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1093		articAccentBelow			0	0				
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1094		articAccentBelow			0	0				
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1095		articAccentBelow			0	0				
60	60	236	236	0.6666666666666666	0	0	Chord	4/4	2	1	1/6		1/4	2/3	1096										
60	60	710/3	710/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1097										
60	60	237	237	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1098										
60	60	238	238	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1099										
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1100										
60	60	239	239	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1101										
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1102										
61	61	240	240	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>largamente"							
61	61	240	240	0.0	0	0	Spanner	4/4	1	1	0														
61	61	240	240	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1103										
61	61	242	242	1.875	1/2	1/2	Chord	4/4	1	1	15/32		1/4	15/8	1104										
61	61	1951/8	1951/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1105										
61	61	240	240	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1106				29						
61	61	721/3	721/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1107				29						
61	61	722/3	722/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1108				29						
61	61	241	241	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1109				29						
61	61	724/3	724/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1110				29						
61	61	725/3	725/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1111										
61	61	242	242	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1112				30						
61	61	727/3	727/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1113				30						
61	61	728/3	728/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1114				30						
61	61	243	243	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1115				30						
61	61	730/3	730/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1116				30						
61	61	731/3	731/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1117										
61	61	240	240	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1118										
61	61	242	242	1.875	1/2	1/2	Chord	4/4	2	1	15/32		1/4	15/8	1119										
61	61	1951/8	1951/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1120										
62	62	244	244	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1121										
62	62	247	247	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1122										
62	62	244	244	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1123				31						
62	62	733/3	733/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1124				31						
62	62	734/3	734/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1125				31						
62	62	245	245	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1126				31						
62	62	736/3	736/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1127				31						
62	62	737/3	737/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1128				31						
62	62	246	246	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1129				31						
62	62	739/3	739/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1130				31						
62	62	740/3	740/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1131										
62	62	247	247	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1132				32						
62	62	742/3	742/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1133				32						
62	62	743/3	743/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1134										
62	62	244	244	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	1135										
62	62	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1136										
63	63	248	248	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1137										
63	63	249	249	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1138										
63	63	251	251	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	1139										
63	63	755/3	755/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1140										
63	63	248	248	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1141				33						
63	63	745/3	745/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1142				33						
63	63	746/3	746/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1143										
63	63	249	249	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1144				34						
63	63	748/3	748/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1145				34						
63	63	749/3	749/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1146				34						
63	63	250	250	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1147				34						
63	63	751/3	751/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1148				34						
63	63	752/3	752/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1149										
63	63	251	251	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1150				35						
63	63	754/3	754/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1151				35						
63	63	755/3	755/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1152										
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1153										
63	63	249	249	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1154										
63	63	251	251	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	1155										
63	63	755/3	755/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1156										
64	64	252	252	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1157										
64	64	252	252	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1158				36						
64	64	757/3	757/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1159				36						
64	64	758/3	758/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1160				36						
64	64	253	253	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1161				36						
64	64	760/3	760/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1162				36						
64	64	761/3	761/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1163										
64	64	763/3	763/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1164				37						
64	64	764/3	764/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1165				37						
64	64	255	255	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1166				37						
64	64	766/3	766/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1167				37						
64	64	767/3	767/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1168										
64	64	252	252	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1169										
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1170										
64	64	254	254	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1171		articStaccatoBelow		38						
64	64	255	255	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1172		articStaccatoBelow								
65	65	256	256	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1173										
65	65	258	258	1.875	1/2	1/2	Chord	4/4	1	1	15/32		1/4	15/8	1174										
65	65	2079/8	2079/8	0.0	31/32	31/32	StaffText	4/4	1	1	0							"<font size=""12""/>rinforz."							
65	65	2079/8	2079/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1175										
65	65	256	256	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1176				39						
65	65	769/3	769/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1177				39						
65	65	770/3	770/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1178				39						
65	65	257	257	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1179				39						
65	65	772/3	772/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1180				39						
65	65	773/3	773/3	0.0	5/12	5/12	Spanner	4/4	1	2	0											16			
65	65	773/3	773/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1181							16			
65	65	258	258	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1182				40			16			
65	65	775/3	775/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1183				40			16			
65	65	776/3	776/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1184				40			16			
65	65	259	259	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1185				40			16			
65	65	778/3	778/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1186				40			16			
65	65	779/3	779/3	0.0	11/12	11/12	Spanner	4/4	1	2	0														
65	65	779/3	779/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1187										
65	65	256	256	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1188										
65	65	258	258	1.875	1/2	1/2	Chord	4/4	2	1	15/32		1/4	15/8	1189										
65	65	2079/8	2079/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1190										
66	66	260	260	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1191										
66	66	263	263	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1192										
66	66	260	260	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1193				41						
66	66	781/3	781/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1194				41						
66	66	782/3	782/3	0.0	1/6	1/6	Spanner	4/4	1	2	0								41					2	
66	66	782/3	782/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1195				41					2	
66	66	261	261	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1196				41					2	
66	66	784/3	784/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1197				41					2	
66	66	785/3	785/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1198									2	
66	66	262	262	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1199				42					2	
66	66	787/3	787/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1200				42					2	
66	66	788/3	788/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1201				42					2	
66	66	263	263	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1202				42					2	
66	66	790/3	790/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1203				42					2	
66	66	791/3	791/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1204									2	
66	66	260	260	2.0	0	0	Chord	4/4	2	1	1/2	c32	1/2	1	1205				43						
66	66	260	260	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1206				43						
66	66	262	262	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1207		articStaccatissimoBelow								
67	67	264	264	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1208										
67	67	266	266	1.875	1/2	1/2	Chord	4/4	1	1	15/32		1/4	15/8	1209										
67	67	2143/8	2143/8	0.0	31/32	31/32	StaffText	4/4	1	1	0							"<font size=""12""/>rinforz."							
67	67	2143/8	2143/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1210										
67	67	264	264	0.0	0	0	Spanner	4/4	1	2	0														
67	67	264	264	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1211				44						
67	67	793/3	793/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1212				44						
67	67	794/3	794/3	0.0	1/6	1/6	Spanner	4/4	1	2	0								44			17			
67	67	794/3	794/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1213				44			17			
67	67	265	265	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1214				44			17			
67	67	796/3	796/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1215				44			17			
67	67	797/3	797/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1216							17			
67	67	266	266	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1217				45			17			
67	67	799/3	799/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1218				45			17			
67	67	800/3	800/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1219				45			17			
67	67	267	267	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1220				45			17			
67	67	802/3	802/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1221				45			17			
67	67	803/3	803/3	0.0	11/12	11/12	Spanner	4/4	1	2	0														
67	67	803/3	803/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1222										
67	67	264	264	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1223										
67	67	266	266	1.875	1/2	1/2	Chord	4/4	2	1	15/32		1/4	15/8	1224										
67	67	2143/8	2143/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1225										
68	68	268	268	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1226										
68	68	271	271	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1227										
68	68	268	268	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1228				46						
68	68	805/3	805/3	0.0	1/12	1/12	Spanner	4/4	1	2	0								46					3	
68	68	805/3	805/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1229				46					3	
68	68	806/3	806/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1230				46					3	
68	68	269	269	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1231				46					3	
68	68	808/3	808/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1232				46					3	
68	68	809/3	809/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1233									3	
68	68	270	270	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1234				47					3	
68	68	811/3	811/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1235				47					3	
68	68	812/3	812/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1236				47					3	
68	68	271	271	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1237				47					3	
68	68	814/3	814/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1238				47					3	
68	68	815/3	815/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1239									3	
68	68	268	268	2.0	0	0	Chord	4/4	2	1	1/2	c32	1/2	1	1240				48						
68	68	268	268	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1241				48						
68	68	270	270	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1242		articStaccatissimoBelow								
69	69	272	272	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1243										
69	69	274	274	1.875	1/2	1/2	Chord	4/4	1	1	15/32		1/4	15/8	1244										
69	69	2207/8	2207/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1245										
69	69	272	272	0.0	0	0	Spanner	4/4	1	2	0														
69	69	272	272	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1246				49						
69	69	817/3	817/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1247				49						
69	69	818/3	818/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1248				49						
69	69	273	273	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1249				49						
69	69	820/3	820/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1250				49						
69	69	821/3	821/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1251										
69	69	274	274	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1252				50						
69	69	823/3	823/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1253				50						
69	69	824/3	824/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1254				50						
69	69	275	275	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1255				50						
69	69	826/3	826/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1256				50						
69	69	827/3	827/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1257										
69	69	272	272	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1258										
69	69	274	274	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1259										
70	70	276	276	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1260		articAccentAbove								
70	70	279	279	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1261										
70	70	276	276	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1262				51						
70	70	829/3	829/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	1263				51						
70	70	830/3	830/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1264				51						
70	70	277	277	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1265				51						
70	70	832/3	832/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1266				51						
70	70	833/3	833/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1267				51						
70	70	278	278	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	1268				51						
70	70	835/3	835/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	1269				51						
70	70	836/3	836/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1270										
70	70	279	279	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	1271				52						
70	70	838/3	838/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	1272				52						
70	70	839/3	839/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1273										
70	70	276	276	4.0	0	0	Chord	4/4	2	1	1		1	1	1274										
