mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	Ottava:8vb
178	178	1419/2	1419/2	0.16666666666666666	3/8	3/8	Chord	17/4	1	1	1/24			1/16	2/3	3197													13	
178	178	2129/3	2129/3	0.16666666666666666	5/12	5/12	Chord	17/4	1	1	1/24			1/16	2/3	3198													13	
178	178	4259/6	4259/6	0.16666666666666666	11/24	11/24	Chord	17/4	1	1	1/24			1/16	2/3	3199													13	
178	178	710	710	0.16666666666666666	1/2	1/2	Chord	17/4	1	1	1/24			1/16	2/3	3200													13	
178	178	4261/6	4261/6	0.16666666666666666	13/24	13/24	Chord	17/4	1	1	1/24			1/16	2/3	3201													13	
178	178	2131/3	2131/3	0.16666666666666666	7/12	7/12	Chord	17/4	1	1	1/24			1/16	2/3	3202													13	
178	178	1421/2	1421/2	0.16666666666666666	5/8	5/8	Chord	17/4	1	1	1/24			1/16	2/3	3203													13	
178	178	2132/3	2132/3	0.16666666666666666	2/3	2/3	Chord	17/4	1	1	1/24			1/16	2/3	3204													13	
178	178	4265/6	4265/6	0.16666666666666666	17/24	17/24	Chord	17/4	1	1	1/24			1/16	2/3	3205													13	
178	178	711	711	0.16666666666666666	3/4	3/4	Chord	17/4	1	1	1/24			1/16	2/3	3206													13	
178	178	4267/6	4267/6	0.16666666666666666	19/24	19/24	Chord	17/4	1	1	1/24			1/16	2/3	3207													13	
178	178	2134/3	2134/3	0.16666666666666666	5/6	5/6	Chord	17/4	1	1	1/24			1/16	2/3	3208													13	
178	178	1423/2	1423/2	0.16666666666666666	7/8	7/8	Chord	17/4	1	1	1/24			1/16	2/3	3209													13	
178	178	2135/3	2135/3	0.16666666666666666	11/12	11/12	Chord	17/4	1	1	1/24			1/16	2/3	3210													13	
178	178	4271/6	4271/6	0.16666666666666666	23/24	23/24	Chord	17/4	1	1	1/24			1/16	2/3	3211													13	
178	178	712	712	0.14285714285714285	1	1	Chord	17/4	1	1	1/28			1/16	4/7	3212													13	
178	178	4985/7	4985/7	0.14285714285714285	29/28	29/28	Chord	17/4	1	1	1/28			1/16	4/7	3213													13	
178	178	341897/480	341897/480	0.14285714285714285	2057/1920	2057/1920	Chord	17/4	1	1	1/28			1/16	4/7	3214													13	
178	178	2393759/3360	2393759/3360	0.14285714285714285	14879/13440	14879/13440	Chord	17/4	1	1	1/28			1/16	4/7	3215													13	
178	178	171017/240	171017/240	0.0	1097/960	1097/960	Spanner	17/4	1	1	0																		13, 21	
178	178	171017/240	171017/240	0.14285714285714285	1097/960	1097/960	Chord	17/4	1	1	1/28			1/16	4/7	3216													13, 21	
178	178	1197359/1680	1197359/1680	0.14285714285714285	7919/6720	7919/6720	Chord	17/4	1	1	1/28			1/16	4/7	3217													13, 21	
178	178	114057/160	114057/160	0.14285714285714285	777/640	777/640	Chord	17/4	1	1	1/28			1/16	4/7	3218													13, 21	
178	178	798559/1120	798559/1120	0.5	5599/4480	5599/4480	Chord	17/4	1	1	1/8			1/8	1	3219													13, 21	
178	178	799679/1120	799679/1120	0.0	6719/4480	6719/4480	StaffText	17/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>con 8 ad lib."										13	
178	178	799679/1120	799679/1120	0.0	6719/4480	6719/4480	Dynamic	17/4	1	1	0						ff												13	
178	178	799679/1120	799679/1120	0.0	6719/4480	6719/4480	Spanner	17/4	1	1	0																		13	
178	178	799959/1120	799959/1120	0.25	6999/4480	6999/4480	Chord	17/4	1	1	1/16			1/16	1	3220													13	
178	178	800239/1120	800239/1120	0.25	7279/4480	7279/4480	Chord	17/4	1	1	1/16			1/16	1	3221													13	
178	178	800519/1120	800519/1120	0.25	7559/4480	7559/4480	Chord	17/4	1	1	1/16			1/16	1	3222													13	
178	178	800799/1120	800799/1120	0.25	7839/4480	7839/4480	Chord	17/4	1	1	1/16			1/16	1	3223													13	
178	178	801079/1120	801079/1120	0.25	8119/4480	8119/4480	Chord	17/4	1	1	1/16			1/16	1	3224													13	
178	178	801359/1120	801359/1120	0.25	8399/4480	8399/4480	Chord	17/4	1	1	1/16			1/16	1	3225													13	
178	178	801639/1120	801639/1120	0.25	8679/4480	8679/4480	Chord	17/4	1	1	1/16			1/16	1	3226													13	
178	178	801919/1120	801919/1120	0.25	8959/4480	8959/4480	Chord	17/4	1	1	1/16			1/16	1	3227													13	
178	178	802199/1120	802199/1120	0.25	9239/4480	9239/4480	Chord	17/4	1	1	1/16			1/16	1	3228													13	
178	178	802479/1120	802479/1120	0.375	9519/4480	9519/4480	Chord	17/4	1	1	3/32			1/16	3/2	3229													13	
178	178	802899/1120	802899/1120	0.125	9939/4480	9939/4480	Chord	17/4	1	1	1/32			1/32	1	3230													13	
178	178	2125/3	2125/3	0.6666666666666666	1/12	1/12	Chord	17/4	2	1	1/6			1/4	2/3	3231														
178	178	709	709	0.0	1/4	1/4	Spanner	17/4	2	1	0															92				
178	178	709	709	0.5	1/4	1/4	Chord	17/4	2	1	1/8			1/8	1	3232		articMarcatoStaccatoAbove								92				
178	178	711	711	0.16666666666666666	3/4	3/4	Chord	17/4	2	1	1/24			1/16	2/3	3233		articAccentBelow								92				
178	178	4267/6	4267/6	0.16666666666666666	19/24	19/24	Chord	17/4	2	1	1/24			1/16	2/3	3234										92				
178	178	2134/3	2134/3	0.16666666666666666	5/6	5/6	Chord	17/4	2	1	1/24			1/16	2/3	3235										92				
178	178	1423/2	1423/2	0.16666666666666666	7/8	7/8	Chord	17/4	2	1	1/24			1/16	2/3	3236										92				
178	178	2135/3	2135/3	0.16666666666666666	11/12	11/12	Chord	17/4	2	1	1/24			1/16	2/3	3237										92				
178	178	4271/6	4271/6	0.16666666666666666	23/24	23/24	Chord	17/4	2	1	1/24			1/16	2/3	3238										92				
178	178	712	712	0.14285714285714285	1	1	Chord	17/4	2	1	1/28			1/16	4/7	3239										92				
178	178	4985/7	4985/7	0.14285714285714285	29/28	29/28	Chord	17/4	2	1	1/28			1/16	4/7	3240										92				
178	178	341897/480	341897/480	0.14285714285714285	2057/1920	2057/1920	Chord	17/4	2	1	1/28			1/16	4/7	3241										92				
178	178	2393759/3360	2393759/3360	0.14285714285714285	14879/13440	14879/13440	Chord	17/4	2	1	1/28			1/16	4/7	3242										92				
178	178	171017/240	171017/240	0.14285714285714285	1097/960	1097/960	Chord	17/4	2	1	1/28			1/16	4/7	3243										92				
178	178	1197359/1680	1197359/1680	0.14285714285714285	7919/6720	7919/6720	Chord	17/4	2	1	1/28			1/16	4/7	3244										92				
178	178	114057/160	114057/160	0.14285714285714285	777/640	777/640	Chord	17/4	2	1	1/28			1/16	4/7	3245										92				
178	178	798559/1120	798559/1120	0.0	5599/4480	5599/4480	Spanner	17/4	2	1	0																			
178	178	798559/1120	798559/1120	0.5	5599/4480	5599/4480	Chord	17/4	2	1	1/8			1/8	1	3246														
178	178	799679/1120	799679/1120	0.0	6719/4480	6719/4480	Spanner	17/4	2	1	0															93				
178	178	799959/1120	799959/1120	0.25	6999/4480	6999/4480	Chord	17/4	2	1	1/16			1/16	1	3247										93				
178	178	800239/1120	800239/1120	0.0	7279/4480	7279/4480	StaffText	17/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>appassionato assai"							93				
178	178	800239/1120	800239/1120	0.25	7279/4480	7279/4480	Chord	17/4	2	1	1/16			1/16	1	3248										93				
178	178	800519/1120	800519/1120	0.25	7559/4480	7559/4480	Chord	17/4	2	1	1/16			1/16	1	3249										93				
178	178	800799/1120	800799/1120	0.25	7839/4480	7839/4480	Chord	17/4	2	1	1/16			1/16	1	3250										93				
178	178	801079/1120	801079/1120	0.25	8119/4480	8119/4480	Chord	17/4	2	1	1/16			1/16	1	3251										93				
178	178	801359/1120	801359/1120	0.25	8399/4480	8399/4480	Chord	17/4	2	1	1/16			1/16	1	3252										93				
178	178	801639/1120	801639/1120	0.25	8679/4480	8679/4480	Chord	17/4	2	1	1/16			1/16	1	3253										93				
178	178	801919/1120	801919/1120	0.25	8959/4480	8959/4480	Chord	17/4	2	1	1/16			1/16	1	3254										93				
178	178	802199/1120	802199/1120	0.25	9239/4480	9239/4480	Chord	17/4	2	1	1/16			1/16	1	3255										93				
178	178	802479/1120	802479/1120	0.375	9519/4480	9519/4480	Chord	17/4	2	1	3/32			1/16	3/2	3256										93				
178	178	802899/1120	802899/1120	0.0	9939/4480	9939/4480	Spanner	17/4	2	1	0																			
178	178	802899/1120	802899/1120	0.125	9939/4480	9939/4480	Chord	17/4	2	1	1/32			1/32	1	3257														
178	178	708	708	0.3333333333333333	0	0	Chord	17/4	2	2	1/12			1/8	2/3	3258														
178	178	2125/3	2125/3	0.3333333333333333	1/12	1/12	Chord	17/4	2	2	1/12			1/8	2/3	3259														
178	178	2126/3	2126/3	0.3333333333333333	1/6	1/6	Chord	17/4	2	2	1/12			1/8	2/3	3260														
179	178	717	717	0.5	0	9/4	Chord	17/4	1	1	1/8			1/8	1	3261		articAccentBelow											13	
179	178	1435/2	1435/2	0.5	1/8	19/8	Chord	17/4	1	1	1/8			1/8	1	3262		articMarcatoAbove											13	
179	178	2873/4	2873/4	0.25	5/16	41/16	Chord	17/4	1	1	1/16			1/16	1	3263													13	
179	178	1437/2	1437/2	0.25	3/8	21/8	Chord	17/4	1	1	1/16			1/16	1	3264													13	
179	178	2875/4	2875/4	0.25	7/16	43/16	Chord	17/4	1	1	1/16			1/16	1	3265													13	
179	178	719	719	0.25	1/2	11/4	Chord	17/4	1	1	1/16			1/16	1	3266													13	
179	178	2877/4	2877/4	0.25	9/16	45/16	Chord	17/4	1	1	1/16			1/16	1	3267													13	
179	178	1439/2	1439/2	0.25	5/8	23/8	Chord	17/4	1	1	1/16			1/16	1	3268													13	
179	178	2879/4	2879/4	0.25	11/16	47/16	Chord	17/4	1	1	1/16			1/16	1	3269													13	
179	178	720	720	0.25	3/4	3	Chord	17/4	1	1	1/16			1/16	1	3270													13	
179	178	2881/4	2881/4	0.25	13/16	49/16	Chord	17/4	1	1	1/16			1/16	1	3271													13	
179	178	1441/2	1441/2	0.375	7/8	25/8	Chord	17/4	1	1	3/32			1/16	3/2	3272													13	
179	178	5767/8	5767/8	0.125	31/32	103/32	Chord	17/4	1	1	1/32			1/32	1	3273													13	
179	178	721	721	0.5	1	13/4	Chord	17/4	1	1	1/8			1/8	1	3274		articAccentBelow											13	
179	178	1443/2	1443/2	0.5	9/8	27/8	Chord	17/4	1	1	1/8			1/8	1	3275		articMarcatoAbove											13	
179	178	2889/4	2889/4	0.25	21/16	57/16	Chord	17/4	1	1	1/16			1/16	1	3276													13	
179	178	1445/2	1445/2	0.25	11/8	29/8	Chord	17/4	1	1	1/16			1/16	1	3277													13	
179	178	2891/4	2891/4	0.25	23/16	59/16	Chord	17/4	1	1	1/16			1/16	1	3278													13	
179	178	723	723	0.25	3/2	15/4	Chord	17/4	1	1	1/16			1/16	1	3279													13	
179	178	2893/4	2893/4	0.25	25/16	61/16	Chord	17/4	1	1	1/16			1/16	1	3280													13	
179	178	1447/2	1447/2	0.25	13/8	31/8	Chord	17/4	1	1	1/16			1/16	1	3281													13	
179	178	2895/4	2895/4	0.25	27/16	63/16	Chord	17/4	1	1	1/16			1/16	1	3282													13	
179	178	724	724	0.25	7/4	4	Chord	17/4	1	1	1/16			1/16	1	3283													13	
179	178	2897/4	2897/4	0.25	29/16	65/16	Chord	17/4	1	1	1/16			1/16	1	3284													13	
179	178	1449/2	1449/2	0.375	15/8	33/8	Chord	17/4	1	1	3/32			1/16	3/2	3285													13	
179	178	5799/8	5799/8	0.125	63/32	135/32	Chord	17/4	1	1	1/32			1/32	1	3286													13	
179	178	1435/2	1435/2	0.5	1/8	19/8	Chord	17/4	1	2	1/8			1/8	1	3287													13	
179	178	1443/2	1443/2	0.5	9/8	27/8	Chord	17/4	1	2	1/8			1/8	1	3288													13	
179	178	717	717	0.5	0	9/4	Chord	17/4	2	1	1/8			1/8	1	3289		articAccentBelow												
179	178	1435/2	1435/2	0.0	1/8	19/8	Spanner	17/4	2	1	0															94				
179	178	1435/2	1435/2	0.5	1/8	19/8	Chord	17/4	2	1	1/8			1/8	1	3290		articMarcatoAbove								94				
179	178	2873/4	2873/4	0.25	5/16	41/16	Chord	17/4	2	1	1/16			1/16	1	3291										94				
179	178	1437/2	1437/2	0.25	3/8	21/8	Chord	17/4	2	1	1/16			1/16	1	3292										94				
179	178	2875/4	2875/4	0.25	7/16	43/16	Chord	17/4	2	1	1/16			1/16	1	3293										94				
179	178	719	719	0.25	1/2	11/4	Chord	17/4	2	1	1/16			1/16	1	3294										94				
179	178	2877/4	2877/4	0.25	9/16	45/16	Chord	17/4	2	1	1/16			1/16	1	3295										94				
179	178	1439/2	1439/2	0.25	5/8	23/8	Chord	17/4	2	1	1/16			1/16	1	3296										94				
179	178	2879/4	2879/4	0.25	11/16	47/16	Chord	17/4	2	1	1/16			1/16	1	3297										94				
179	178	720	720	0.25	3/4	3	Chord	17/4	2	1	1/16			1/16	1	3298										94				
179	178	2881/4	2881/4	0.25	13/16	49/16	Chord	17/4	2	1	1/16			1/16	1	3299										94				
179	178	1441/2	1441/2	0.375	7/8	25/8	Chord	17/4	2	1	3/32			1/16	3/2	3300										94				
179	178	5767/8	5767/8	0.0	31/32	103/32	Spanner	17/4	2	1	0																			
179	178	5767/8	5767/8	0.125	31/32	103/32	Chord	17/4	2	1	1/32			1/32	1	3301														
179	178	721	721	0.0	1	13/4	Spanner	17/4	2	1	0															95				
179	178	721	721	0.5	1	13/4	Chord	17/4	2	1	1/8			1/8	1	3302		articAccentBelow								95				
179	178	1443/2	1443/2	0.5	9/8	27/8	Chord	17/4	2	1	1/8			1/8	1	3303		articMarcatoAbove								95				
179	178	2889/4	2889/4	0.25	21/16	57/16	Chord	17/4	2	1	1/16			1/16	1	3304										95				
179	178	1445/2	1445/2	0.25	11/8	29/8	Chord	17/4	2	1	1/16			1/16	1	3305										95				
179	178	2891/4	2891/4	0.25	23/16	59/16	Chord	17/4	2	1	1/16			1/16	1	3306										95				
179	178	723	723	0.25	3/2	15/4	Chord	17/4	2	1	1/16			1/16	1	3307										95				
179	178	2893/4	2893/4	0.25	25/16	61/16	Chord	17/4	2	1	1/16			1/16	1	3308										95				
179	178	1447/2	1447/2	0.25	13/8	31/8	Chord	17/4	2	1	1/16			1/16	1	3309										95				
179	178	2895/4	2895/4	0.25	27/16	63/16	Chord	17/4	2	1	1/16			1/16	1	3310										95				
179	178	724	724	0.25	7/4	4	Chord	17/4	2	1	1/16			1/16	1	3311										95				
179	178	2897/4	2897/4	0.25	29/16	65/16	Chord	17/4	2	1	1/16			1/16	1	3312										95				
179	178	1449/2	1449/2	0.0	15/8	33/8	Spanner	17/4	2	1	0																			
179	178	1449/2	1449/2	0.375	15/8	33/8	Chord	17/4	2	1	3/32			1/16	3/2	3313														
179	178	5799/8	5799/8	0.125	63/32	135/32	Chord	17/4	2	1	1/32			1/32	1	3314														
179	178	1435/2	1435/2	0.0	1/8	19/8	Chord	17/4	2	2	0	acciaccatura		1/8	1	3315														
179	178	1435/2	1435/2	0.5	1/8	19/8	Chord	17/4	2	2	1/8			1/8	1	3316														
179	178	1443/2	1443/2	0.0	9/8	27/8	Chord	17/4	2	2	0	acciaccatura		1/8	1	3317														
179	178	1443/2	1443/2	0.5	9/8	27/8	Chord	17/4	2	2	1/8			1/8	1	3318														
180	179	725	725	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	3319		articAccentAbove											13	
180	179	726	726	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3320		articMarcatoAbove											13	
180	179	728	728	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3321		articAccentAbove											13	
180	179	725	725	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	3322		articAccentBelow												
180	179	726	726	0.0	1/4	1/4	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
180	179	726	726	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	3323		articMarcatoAbove												
180	179	728	728	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3324		articAccentBelow												
181	180	729	729	0.0	0	0	Spanner	4/4	1	1	0																	23	13	
181	180	729	729	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	3325												23	13	
181	180	730	730	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	3326												23	13	
181	180	731	731	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3327												23	13	
181	180	732	732	0.0	3/4	3/4	Spanner	4/4	1	1	0																		13	
181	180	732	732	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3328													13	
181	180	729	729	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	3329														
181	180	730	730	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3330														
181	180	731	731	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3331														
181	180	732	732	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3332														
182	181	733	733	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""10.0453""/><font face=""Plantin MT Std""/><b>Allegro moderato</b>"										13	
182	181	733	733	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	3333													13	
182	181	2947/4	2947/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3334													13	
182	181	733	733	0.0	0	0	Dynamic	4/4	2	1	0						pp													
182	181	733	733	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3335														
182	181	1467/2	1467/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3336														
182	181	734	734	0.0	1/4	1/4	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>sotto voce"											
182	181	734	734	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3337														
182	181	1469/2	1469/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3338														
182	181	735	735	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3339														
182	181	1471/2	1471/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3340														
182	181	736	736	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3341														
182	181	1473/2	1473/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3342														
183	182	737	737	1.75	0	0	Chord	4/4	1	1	7/16			1/4	7/4	3343		articTenutoAbove											13	
183	182	2955/4	2955/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3344													13	
183	182	739	739	1.75	1/2	1/2	Chord	4/4	1	1	7/16			1/4	7/4	3345		articTenutoBelow											13	
183	182	2963/4	2963/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3346													13	
183	182	737	737	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3347														
183	182	1475/2	1475/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3348														
183	182	738	738	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3349														
183	182	1477/2	1477/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3350														
183	182	739	739	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3351														
183	182	1479/2	1479/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3352														
183	182	740	740	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3353														
183	182	1481/2	1481/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3354														
184	183	741	741	1.75	0	0	Chord	4/4	1	1	7/16			1/4	7/4	3355		articTenutoBelow											13	
184	183	2971/4	2971/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3356													13	
184	183	743	743	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	3357		articTenutoAbove											13	
184	183	741	741	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3358														
184	183	1483/2	1483/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3359														
184	183	742	742	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3360														
184	183	1485/2	1485/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3361														
184	183	743	743	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3362														
184	183	1487/2	1487/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3363														
184	183	744	744	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3364														
184	183	1489/2	1489/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3365														
185	184	745	745	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	3366													13	
185	184	746	746	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3367													13	
185	184	748	748	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3368													13	
185	184	745	745	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3369														
185	184	1491/2	1491/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3370														
185	184	746	746	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3371														
185	184	1493/2	1493/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3372														
185	184	747	747	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3373														
185	184	1495/2	1495/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3374														
185	184	748	748	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3375														
185	184	1497/2	1497/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3376														
186	185	749	749	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	3377													13	
186	185	3011/4	3011/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3378													13	
186	185	749	749	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>sempre"											
186	185	749	749	0.0	0	0	Spanner	4/4	2	1	0															96				
186	185	749	749	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3379										96				
186	185	1499/2	1499/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3380										96				
186	185	750	750	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3381										96				
186	185	1501/2	1501/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3382										96				
186	185	751	751	0.0	1/2	1/2	Dynamic	4/4	2	1	0						p									96				
186	185	751	751	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3383										96				
186	185	1503/2	1503/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3384										96				
186	185	752	752	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3385										96				
186	185	1505/2	1505/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3386										96				
187	186	753	753	1.75	0	0	Chord	4/4	1	1	7/16			1/4	7/4	3387		articTenutoAbove											13	
187	186	3019/4	3019/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3388													13	
187	186	755	755	1.75	1/2	1/2	Chord	4/4	1	1	7/16			1/4	7/4	3389		articTenutoAbove											13	
187	186	3027/4	3027/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3390													13	
187	186	753	753	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3391										96				
187	186	1507/2	1507/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3392										96				
187	186	754	754	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3393										96				
187	186	1509/2	1509/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3394										96				
187	186	755	755	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3395										96				
187	186	1511/2	1511/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3396										96				
187	186	756	756	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3397										96				
187	186	1513/2	1513/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3398										96				
188	187	757	757	1.75	0	0	Chord	4/4	1	1	7/16			1/4	7/4	3399													13	
188	187	3035/4	3035/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3400													13	
188	187	759	759	1.75	1/2	1/2	Chord	4/4	1	1	7/16			1/4	7/4	3401													13	
188	187	3043/4	3043/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3402													13	
188	187	757	757	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3403										96				
188	187	1515/2	1515/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3404										96				
188	187	758	758	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3405										96				
188	187	1517/2	1517/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3406										96				
188	187	759	759	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3407										96				
188	187	1519/2	1519/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3408										96				
188	187	760	760	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3409										96				
188	187	1521/2	1521/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3410										96				
189	188	761	761	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	3411													13	
189	188	764	764	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3412													13	
189	188	761	761	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3413										96				
189	188	1523/2	1523/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3414										96				
