mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
71	70	1931/6	1931/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1297													
71	70	1933/6	1933/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1298													
72	71	645/2	645/2	0.0	0	0	Spanner	4/4	1	1	0																11	0, 5
72	71	645/2	645/2	0.0	0	0	Spanner	4/4	1	1	0																11	0, 5, 6
72	71	645/2	645/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1299												11	0, 5, 6
72	71	647/2	647/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1300									53			11	0, 5, 6
72	71	1943/6	1943/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	1301									53			11	0, 5, 6
72	71	973/3	973/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1302												11	0, 5, 6
72	71	649/2	649/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																	0, 5
72	71	649/2	649/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																	0, 5
72	71	649/2	649/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1303													0, 5
72	71	645/2	645/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
72	71	645/2	645/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1304													
72	71	1937/6	1937/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1305													
72	71	1939/6	1939/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1306													
72	71	647/2	647/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1307													
72	71	1943/6	1943/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1308													
72	71	1945/6	1945/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1309													
72	71	649/2	649/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1310													
72	71	1949/6	1949/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1311													
72	71	1951/6	1951/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1312													
72	71	651/2	651/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1313													
72	71	1955/6	1955/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1314													
72	71	1957/6	1957/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1315													
73	72	1975/6	1975/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1316		articStaccatoAbove							54				0, 5
73	72	659/2	659/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1317		articStaccatoAbove							54				0, 5
73	72	1979/6	1979/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1318		articStaccatoAbove							54				0, 5
73	72	1981/6	1981/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1319		articStaccatoAbove											0, 5
73	72	653/2	653/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
73	72	653/2	653/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1320													
73	72	1961/6	1961/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1321													
73	72	1963/6	1963/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1322													
73	72	655/2	655/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1323													
73	72	1967/6	1967/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1324													
73	72	1969/6	1969/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1325													
73	72	657/2	657/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1326													
73	72	1973/6	1973/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1327													
73	72	1975/6	1975/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1328													
73	72	659/2	659/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1329													
73	72	1979/6	1979/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1330													
73	72	1981/6	1981/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1331													
74	73	661/2	661/2	0.0	0	0	Spanner	4/4	1	1	0																	0, 5, 7
74	73	661/2	661/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1332													0, 5, 7
74	73	663/2	663/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1333									55				0, 5, 7
74	73	1991/6	1991/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	1334									55				0, 5, 7
74	73	997/3	997/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1335													0, 5, 7
74	73	665/2	665/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1336													0, 5, 7
74	73	661/2	661/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
74	73	661/2	661/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1337													
74	73	1985/6	1985/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1338													
74	73	1987/6	1987/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1339													
74	73	663/2	663/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1340													
74	73	1991/6	1991/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1341													
74	73	1993/6	1993/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1342													
74	73	665/2	665/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1343													
74	73	1997/6	1997/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1344													
74	73	1999/6	1999/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1345													
74	73	667/2	667/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1346													
74	73	2003/6	2003/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1347													
74	73	2005/6	2005/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1348													
75	74	669/2	669/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1349		articMarcatoAbove							56				0, 5, 7
75	74	671/2	671/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1350									56				0, 5, 7
75	74	2015/6	2015/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1351									56				0, 5, 7
75	74	2017/6	2017/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1352									56				0, 5, 7
75	74	673/2	673/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1353									56				0, 5, 7
75	74	2021/6	2021/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1354									56				0, 5, 7
75	74	2023/6	2023/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1355									56				0, 5, 7
75	74	675/2	675/2	0.0	3/4	3/4	Spanner	4/4	1	1	0													56				0, 5
75	74	675/2	675/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1356									56				0, 5
75	74	2027/6	2027/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1357		articStaccatoAbove							56				0, 5
75	74	2029/6	2029/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1358		articStaccatoAbove							56				0, 5
75	74	669/2	669/2	0.0	0	0	Spanner	4/4	2	1	0														14			
75	74	669/2	669/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1359										14			
75	74	2009/6	2009/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1360										14			
75	74	2011/6	2011/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1361										14			
75	74	671/2	671/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1362										14			
75	74	2015/6	2015/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1363										14			
75	74	2017/6	2017/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1364										14			
75	74	673/2	673/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1365										14			
75	74	2021/6	2021/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1366										14			
75	74	2023/6	2023/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1367										14			
75	74	675/2	675/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1368										14			
76	75	677/2	677/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1369		articStaccatoAbove							56				0, 5
76	75	2033/6	2033/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1370		articStaccatoAbove							56				0, 5
76	75	2035/6	2035/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1371		articStaccatoAbove							56				0, 5
76	75	679/2	679/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1372		articStaccatoAbove							56				0, 5
76	75	2039/6	2039/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1373		articStaccatoAbove							56				0, 5
76	75	2041/6	2041/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1374		articStaccatoAbove											0, 5
76	75	681/2	681/2	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	1375													0, 5
76	75	2047/6	2047/6	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6		1/4	2/3	1376													0, 5
76	75	2051/6	2051/6	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6		1/4	2/3	1377													0, 5
76	75	677/2	677/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>smorzando"							14			
77	76	685/2	685/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1378													0, 5
77	76	687/2	687/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1379		articStaccatoBelow							57				0, 5
77	76	689/2	689/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1380		articStaccatoBelow							57				0, 5
77	76	691/2	691/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1381		articStaccatoBelow											0, 5
77	76	685/2	685/2	0.0	0	0	Spanner	4/4	2	1	0																	
77	76	687/2	687/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1382		articStaccatoBelow											
77	76	689/2	689/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1383		articStaccatoBelow											
77	76	691/2	691/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1384		articStaccatoBelow											
78	77	693/2	693/2	0.0	0	0	Spanner	4/4	1	1	0																	0, 5
78	77	693/2	693/2	0.0	0	0	Spanner	4/4	1	1	0																	0, 5
78	77	693/2	693/2	4.0	0	0	Chord	4/4	1	1	1		1	1	1385													0, 5
78	77	693/2	693/2	4.0	0	0	Chord	4/4	2	1	1		1	1	1386													
79	78	701/2	701/2	0.0	0	0	Spanner	4/4	1	1	0																	0, 5
79	78	701/2	701/2	0.0	0	0	Spanner	4/4	1	1	0																	0, 5
79	78	701/2	701/2	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	1387													0, 5
79	78	707/2	707/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1388													0, 5
79	78	701/2	701/2	4.0	0	0	Chord	4/4	1	2	1		1	1	1389													0, 5
79	78	701/2	701/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
79	78	701/2	701/2	4.0	0	0	Chord	4/4	2	1	1		1	1	1390													
80	79	709/2	709/2	4.0	0	0	Chord	4/4	1	1	1		1	1	1391													0, 5
80	79	717/2	717/2	0.0	1	1	Spanner	4/4	1	1	0																	
80	79	717/2	717/2	0.0	1	1	Spanner	4/4	1	1	0																	
80	79	709/2	709/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
80	79	709/2	709/2	4.0	0	0	Chord	4/4	2	1	1		1	1	1392													
