mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	diminuendo_line
48	47	202	202	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	796				132		
48	47	405/2	405/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	797						
48	47	200	200	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	798						
48	47	200	200	0.0	0	0	Dynamic	6/8	2	1	0				ppp					
48	47	200	200	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	799						
49	48	203	203	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""12""/>ritenuto"			
49	48	203	203	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	800				133		
49	48	407/2	407/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	801				133		
49	48	204	204	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	802				133		
49	48	409/2	409/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	803				133		
49	48	205	205	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	804				133		
49	48	411/2	411/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	805						
49	48	203	203	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	806						
49	48	203	203	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	807						
