mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va
145	145	349	349	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1306					0	0				
145	145	348	348	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1307					0	0				
145	145	1393/4	1393/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1308					0	0				
145	145	697/2	697/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1309					0	0				
145	145	1395/4	1395/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1310					0	0				
145	145	349	349	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1311					0	0				
145	145	1389/4	1389/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1312										
146	146	1397/4	1397/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1313					0	0				
146	146	351	351	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1314					0	0				
146	146	350	350	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1315					0	0				
146	146	1401/4	1401/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1316					0	0				
146	146	701/2	701/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1317					0	0				
146	146	1403/4	1403/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1318					0	0				
146	146	351	351	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1319					0	0				
146	146	1397/4	1397/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1320										
147	147	1405/4	1405/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1321		articAccentAbove			0	0				
147	147	353	353	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1322					0	0				
147	147	352	352	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1323					0	0				
147	147	1409/4	1409/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1324					0	0				
147	147	705/2	705/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1325					0	0				
147	147	1411/4	1411/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1326					0	0				
147	147	353	353	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1327					0	0				
147	147	1405/4	1405/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1328										
148	148	1413/4	1413/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1329		articAccentAbove			0	0				
148	148	355	355	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1330					0	0				
148	148	354	354	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1331					0	0				
148	148	1417/4	1417/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1332					0	0				
148	148	709/2	709/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1333					0	0				
148	148	1419/4	1419/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1334					0	0				
148	148	355	355	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1335					0	0				
148	148	1413/4	1413/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1336										
149	149	1421/4	1421/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1337		articAccentAbove			0	0				
149	149	357	357	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1338					0	0				
149	149	356	356	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1339					0	0				
149	149	1425/4	1425/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1340					0	0				
149	149	713/2	713/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1341					0	0				
149	149	1427/4	1427/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1342					0	0				
149	149	357	357	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1343					0	0				
149	149	1421/4	1421/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1344										
150	150	1429/4	1429/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1345		articAccentAbove			0	0				
150	150	1433/4	1433/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1346					0	0				
150	150	1431/4	1431/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1347					0	0				
150	150	358	358	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1348					0	0				
150	150	1433/4	1433/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1349					0	0				
150	150	717/2	717/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1350					0	0				
150	150	1435/4	1435/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1351					0	0				
150	150	359	359	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1352					0	0				
150	150	1429/4	1429/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1353										
151	151	1437/4	1437/4	0.0	0	0	Dynamic	2/4	1	1	0					fff									
151	151	1437/4	1437/4	0.0	0	0	Spanner	2/4	1	1	0														
151	151	1437/4	1437/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1354		articAccentAbove								
151	151	1441/4	1441/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1355										
151	151	1439/4	1439/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1356										
151	151	360	360	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1357										
151	151	1441/4	1441/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1358										
151	151	721/2	721/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1359										
151	151	1443/4	1443/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1360										
151	151	361	361	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1361										
151	151	1437/4	1437/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1362										
152	152	1445/4	1445/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1363										
152	152	1449/4	1449/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1364										
152	152	1447/4	1447/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1365										
152	152	362	362	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1366										
152	152	1449/4	1449/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1367										
152	152	725/2	725/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1368										
152	152	1451/4	1451/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1369										
152	152	363	363	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1370										
152	152	1445/4	1445/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1371										
153	153	1453/4	1453/4	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1372										
153	153	1457/4	1457/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1373										
153	153	1455/4	1455/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1374										
153	153	364	364	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1375										
153	153	1457/4	1457/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1376										
153	153	729/2	729/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1377										
153	153	1459/4	1459/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1378										
153	153	365	365	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1379										
153	153	1453/4	1453/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1380										
154	154	1461/4	1461/4	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1381										
154	154	731/2	731/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1382										
154	154	1463/4	1463/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1383										
154	154	366	366	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1384										
154	154	1465/4	1465/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1385										
154	154	733/2	733/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1386										
154	154	1467/4	1467/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1387										
154	154	367	367	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1388										
154	154	1469/4	1469/4	0.25	1/2	1/2	Chord	2/4	1	1	1/16		1/16	1	1389										
154	154	735/2	735/2	0.25	9/16	9/16	Chord	2/4	1	1	1/16		1/16	1	1390										
154	154	1471/4	1471/4	0.25	5/8	5/8	Chord	2/4	1	1	1/16		1/16	1	1391										
154	154	368	368	0.25	11/16	11/16	Chord	2/4	1	1	1/16		1/16	1	1392										
154	154	1473/4	1473/4	0.25	3/4	3/4	Chord	2/4	1	1	1/16		1/16	1	1393										
154	154	737/2	737/2	0.25	13/16	13/16	Chord	2/4	1	1	1/16		1/16	1	1394										
154	154	1475/4	1475/4	0.25	7/8	7/8	Chord	2/4	1	1	1/16		1/16	1	1395										
154	154	369	369	0.25	15/16	15/16	Chord	2/4	1	1	1/16		1/16	1	1396										
154	154	1477/4	1477/4	0.25	1	1	Chord	2/4	1	1	1/16		1/16	1	1397										
154	154	739/2	739/2	0.25	17/16	17/16	Chord	2/4	1	1	1/16		1/16	1	1398										
154	154	1479/4	1479/4	0.25	9/8	9/8	Chord	2/4	1	1	1/16		1/16	1	1399										
154	154	370	370	0.25	19/16	19/16	Chord	2/4	1	1	1/16		1/16	1	1400										
154	154	1481/4	1481/4	0.25	5/4	5/4	Chord	2/4	1	1	1/16		1/16	1	1401										
154	154	741/2	741/2	0.25	21/16	21/16	Chord	2/4	1	1	1/16		1/16	1	1402										
154	154	1483/4	1483/4	0.25	11/8	11/8	Chord	2/4	1	1	1/16		1/16	1	1403										
154	154	1461/4	1461/4	0.0	0	0	Dynamic	2/4	2	1	0					ff									
154	154	1461/4	1461/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1404										
154	154	1465/4	1465/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1405										
155	155	1485/4	1485/4	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""12""/>poco rall."							
155	155	1485/4	1485/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1406										
155	155	1485/4	1485/4	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>dolce"							
155	155	743/2	743/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1407										
155	155	1487/4	1487/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1408										
155	155	372	372	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1409										
155	155	1489/4	1489/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1410										
155	155	745/2	745/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1411										
155	155	1491/4	1491/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1412										
155	155	373	373	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1413										
156	156	1493/4	1493/4	1.875	0	0	Chord	2/4	1	1	15/32		1/4	15/8	1414										
156	156	3001/8	3001/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1415										
156	156	747/2	747/2	0.0	1/16	1/16	Spanner	2/4	2	1	0													19	
156	156	747/2	747/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1416									19	
156	156	1495/4	1495/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1417									19	
156	156	374	374	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1418									19	
156	156	1497/4	1497/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1419									19	
156	156	749/2	749/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1420									19	
156	156	1499/4	1499/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1421									19	
156	156	375	375	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1422									19	
157	157	1501/4	1501/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1423										
157	157	1501/4	1501/4	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>8"							
157	157	1501/4	1501/4	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>4"							
157	157	1501/4	1501/4	0.0	0	0	Spanner	2/4	2	1	0														
157	157	751/2	751/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1424										
157	157	1503/4	1503/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1425										
157	157	376	376	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1426										
157	157	1505/4	1505/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1427										
157	157	753/2	753/2	0.0	5/16	5/16	Spanner	2/4	2	1	0													20	
157	157	753/2	753/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1428									20	
157	157	1507/4	1507/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1429									20	
157	157	377	377	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1430									20	
157	157	1509/4	1509/4	0.25	1/2	1/2	Chord	2/4	2	1	1/16		1/16	1	1431									20	
157	157	755/2	755/2	0.25	9/16	9/16	Chord	2/4	2	1	1/16		1/16	1	1432									20	
157	157	1511/4	1511/4	0.25	5/8	5/8	Chord	2/4	2	1	1/16		1/16	1	1433									20	
157	157	378	378	0.25	11/16	11/16	Chord	2/4	2	1	1/16		1/16	1	1434									20	
157	157	1513/4	1513/4	0.25	3/4	3/4	Chord	2/4	2	1	1/16		1/16	1	1435									20	
157	157	757/2	757/2	0.25	13/16	13/16	Chord	2/4	2	1	1/16		1/16	1	1436									20	
157	157	1515/4	1515/4	0.25	7/8	7/8	Chord	2/4	2	1	1/16		1/16	1	1437									20	
157	157	379	379	0.0	15/16	15/16	Spanner	2/4	2	1	0														
157	157	379	379	0.25	15/16	15/16	Chord	2/4	2	1	1/16		1/16	1	1438										
157	157	1517/4	1517/4	0.0	1	1	Spanner	2/4	2	1	0											4			
157	157	1517/4	1517/4	0.25	1	1	Chord	2/4	2	1	1/16		1/16	1	1439							4			
157	157	759/2	759/2	0.25	17/16	17/16	Chord	2/4	2	1	1/16		1/16	1	1440							4			
157	157	1519/4	1519/4	0.25	9/8	9/8	Chord	2/4	2	1	1/16		1/16	1	1441							4			
157	157	380	380	0.25	19/16	19/16	Chord	2/4	2	1	1/16		1/16	1	1442							4			
157	157	1521/4	1521/4	0.3333333333333333	5/4	5/4	Chord	2/4	2	1	1/12		1/8	2/3	1443							4			
157	157	4567/12	4567/12	0.3333333333333333	4/3	4/3	Chord	2/4	2	1	1/12		1/8	2/3	1444							4			
157	157	4571/12	4571/12	0.3333333333333333	17/12	17/12	Chord	2/4	2	1	1/12		1/8	2/3	1445							4			
157	157	1525/4	1525/4	0.3333333333333333	3/2	3/2	Chord	2/4	2	1	1/12		1/8	2/3	1446							4			
157	157	4579/12	4579/12	0.3333333333333333	19/12	19/12	Chord	2/4	2	1	1/12		1/8	2/3	1447							4			
157	157	4583/12	4583/12	0.3333333333333333	5/3	5/3	Chord	2/4	2	1	1/12		1/8	2/3	1448							4			
157	157	1529/4	1529/4	0.0	7/4	7/4	Spanner	2/4	2	1	0														
157	157	1529/4	1529/4	0.3333333333333333	7/4	7/4	Chord	2/4	2	1	1/12		1/8	2/3	1449										
157	157	4591/12	4591/12	0.3333333333333333	11/6	11/6	Chord	2/4	2	1	1/12		1/8	2/3	1450										
157	157	4595/12	4595/12	0.3333333333333333	23/12	23/12	Chord	2/4	2	1	1/12		1/8	2/3	1451										
158	158	1535/4	1535/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1452		articAccentBelow		50						
158	158	1539/4	1539/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1453										
158	158	1533/4	1533/4	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>4"							
158	158	1533/4	1533/4	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>2"							
158	158	1533/4	1533/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1454										
158	158	1535/4	1535/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1455										
158	158	1539/4	1539/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1456										
159	159	1541/4	1541/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1457										
159	159	771/2	771/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1458										
159	159	1543/4	1543/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1459										
159	159	386	386	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1460										
159	159	1545/4	1545/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1461										
159	159	773/2	773/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1462										
159	159	1547/4	1547/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1463										
159	159	387	387	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1464										
160	160	1549/4	1549/4	1.875	0	0	Chord	2/4	1	1	15/32		1/4	15/8	1465										
160	160	3113/8	3113/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1466										
160	160	775/2	775/2	0.0	1/16	1/16	Spanner	2/4	2	1	0													21	
160	160	775/2	775/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1467									21	
160	160	1551/4	1551/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1468									21	
160	160	388	388	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1469									21	
160	160	1553/4	1553/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1470									21	
160	160	777/2	777/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1471									21	
160	160	1555/4	1555/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1472									21	
160	160	389	389	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1473									21	
161	161	1557/4	1557/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1474										
161	161	1557/4	1557/4	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>10"							
161	161	1557/4	1557/4	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>4"							
161	161	1557/4	1557/4	0.0	0	0	Spanner	2/4	2	1	0														
161	161	779/2	779/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1475										
161	161	1559/4	1559/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1476										
161	161	390	390	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1477										
161	161	1561/4	1561/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1478										
161	161	781/2	781/2	0.0	5/16	5/16	Spanner	2/4	2	1	0													22	
161	161	781/2	781/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1479									22	
161	161	1563/4	1563/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1480									22	
161	161	391	391	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1481									22	
161	161	1565/4	1565/4	0.25	1/2	1/2	Chord	2/4	2	1	1/16		1/16	1	1482									22	
161	161	783/2	783/2	0.25	9/16	9/16	Chord	2/4	2	1	1/16		1/16	1	1483									22	
161	161	1567/4	1567/4	0.25	5/8	5/8	Chord	2/4	2	1	1/16		1/16	1	1484									22	
161	161	392	392	0.25	11/16	11/16	Chord	2/4	2	1	1/16		1/16	1	1485									22	
161	161	1569/4	1569/4	0.0	3/4	3/4	Spanner	2/4	2	1	0													22	2
161	161	1569/4	1569/4	0.25	3/4	3/4	Chord	2/4	2	1	1/16		1/16	1	1486									22	2
161	161	785/2	785/2	0.25	13/16	13/16	Chord	2/4	2	1	1/16		1/16	1	1487									22	2
161	161	1571/4	1571/4	0.25	7/8	7/8	Chord	2/4	2	1	1/16		1/16	1	1488									22	2
161	161	393	393	0.25	15/16	15/16	Chord	2/4	2	1	1/16		1/16	1	1489									22	2
161	161	1573/4	1573/4	0.25	1	1	Chord	2/4	2	1	1/16		1/16	1	1490									22	2
161	161	787/2	787/2	0.25	17/16	17/16	Chord	2/4	2	1	1/16		1/16	1	1491									22	2
161	161	1575/4	1575/4	0.25	9/8	9/8	Chord	2/4	2	1	1/16		1/16	1	1492									22	2
161	161	394	394	0.25	19/16	19/16	Chord	2/4	2	1	1/16		1/16	1	1493									22	2
161	161	1577/4	1577/4	0.0	5/4	5/4	Spanner	2/4	2	1	0														2
161	161	1577/4	1577/4	0.25	5/4	5/4	Chord	2/4	2	1	1/16		1/16	1	1494										2
161	161	789/2	789/2	0.0	21/16	21/16	Spanner	2/4	2	1	0											5			2
161	161	789/2	789/2	0.25	21/16	21/16	Chord	2/4	2	1	1/16		1/16	1	1495							5			2
161	161	1579/4	1579/4	0.25	11/8	11/8	Chord	2/4	2	1	1/16		1/16	1	1496							5			2
161	161	395	395	0.25	23/16	23/16	Chord	2/4	2	1	1/16		1/16	1	1497							5			2
161	161	1581/4	1581/4	0.0	3/2	3/2	Spanner	2/4	2	1	0											5			
161	161	1581/4	1581/4	0.25	3/2	3/2	Chord	2/4	2	1	1/16		1/16	1	1498							5			
161	161	791/2	791/2	0.25	25/16	25/16	Chord	2/4	2	1	1/16		1/16	1	1499							5			
161	161	1583/4	1583/4	0.25	13/8	13/8	Chord	2/4	2	1	1/16		1/16	1	1500							5			
161	161	396	396	0.25	27/16	27/16	Chord	2/4	2	1	1/16		1/16	1	1501							5			
161	161	1585/4	1585/4	0.3333333333333333	7/4	7/4	Chord	2/4	2	1	1/12		1/8	2/3	1502							5			
161	161	4759/12	4759/12	0.3333333333333333	11/6	11/6	Chord	2/4	2	1	1/12		1/8	2/3	1503							5			
161	161	4763/12	4763/12	0.3333333333333333	23/12	23/12	Chord	2/4	2	1	1/12		1/8	2/3	1504							5			
161	161	1589/4	1589/4	0.3333333333333333	2	2	Chord	2/4	2	1	1/12		1/8	2/3	1505							5			
161	161	4771/12	4771/12	0.3333333333333333	25/12	25/12	Chord	2/4	2	1	1/12		1/8	2/3	1506							5			
161	161	4775/12	4775/12	0.3333333333333333	13/6	13/6	Chord	2/4	2	1	1/12		1/8	2/3	1507							5			
161	161	1593/4	1593/4	0.0	9/4	9/4	Spanner	2/4	2	1	0														
161	161	1593/4	1593/4	0.3333333333333333	9/4	9/4	Chord	2/4	2	1	1/12		1/8	2/3	1508										
161	161	4783/12	4783/12	0.3333333333333333	7/3	7/3	Chord	2/4	2	1	1/12		1/8	2/3	1509										
161	161	4787/12	4787/12	0.3333333333333333	29/12	29/12	Chord	2/4	2	1	1/12		1/8	2/3	1510										
162	162	1597/4	1597/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1511										
163	163	1605/4	1605/4	0.0	0	0	Dynamic	2/4	1	1	0					pp									
163	163	1605/4	1605/4	0.0	0	0	StaffText	2/4	1	1	0							Tempo I							
163	163	1605/4	1605/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1512				51						
163	163	1607/4	1607/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1513				51						
163	163	1609/4	1609/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1514										
163	163	1605/4	1605/4	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	1515										
163	163	1605/4	1605/4	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1516										
164	164	1613/4	1613/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1517										
165	165	1621/4	1621/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1518				52						
165	165	1623/4	1623/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1519				52						
165	165	1625/4	1625/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1520										
165	165	1621/4	1621/4	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	1521										
165	165	1621/4	1621/4	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1522										
166	166	1629/4	1629/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1523										
167	167	1637/4	1637/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1524				53						
167	167	1639/4	1639/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1525				53						
167	167	1641/4	1641/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1526										
167	167	1637/4	1637/4	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	1527										
167	167	1637/4	1637/4	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1528										
168	168	1645/4	1645/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1529										
169	169	1653/4	1653/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1530				54						
169	169	1655/4	1655/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1531				54						
169	169	1657/4	1657/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1532										
169	169	1653/4	1653/4	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	1533										
169	169	1653/4	1653/4	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1534										
170	170	1661/4	1661/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1535										
171	171	1669/4	1669/4	0.0	0	0	Spanner	2/4	1	1	0														3
171	171	1669/4	1669/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1536				55						3
171	171	1671/4	1671/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1537				55						3
171	171	1673/4	1673/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1538										3
171	171	1675/4	1675/4	0.0	3/8	3/8	Spanner	2/4	1	1	0														
171	171	1669/4	1669/4	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	1539										
171	171	1669/4	1669/4	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1540										
172	172	1677/4	1677/4	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1541										
173	173	1685/4	1685/4	0.0	0	0	Dynamic	2/4	1	1	0					pp									
173	173	1685/4	1685/4	0.0	0	0	Spanner	2/4	1	1	0														4
173	173	1685/4	1685/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1542				56						4
173	173	1687/4	1687/4	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1543				56						4
173	173	1689/4	1689/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1544										4
173	173	1691/4	1691/4	0.0	3/8	3/8	Spanner	2/4	1	1	0														
