mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_rall.	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
99	98	1681/4	1681/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1368										11		
99	98	841/2	841/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1369										11		
99	98	1683/4	1683/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1370										11		
99	98	421	421	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1371										11		
99	98	1685/4	1685/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1372										11		
99	98	843/2	843/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1373										11		
99	98	1687/4	1687/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1374										11		
99	98	422	422	0.0	1/2	1/2	Spanner	2/2	1	1	0															
99	98	422	422	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1375												
99	98	1689/4	1689/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1376												
99	98	845/2	845/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1377												
99	98	1691/4	1691/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1378												
99	98	423	423	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1379												
99	98	1693/4	1693/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1380												
99	98	847/2	847/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1381												
99	98	1695/4	1695/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1382												
99	98	420	420	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1383				59								
99	98	421	421	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1384												
99	98	1695/4	1695/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1385												
100	99	1697/4	1697/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1386												
100	99	849/2	849/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1387												
100	99	1699/4	1699/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1388												
100	99	425	425	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1389												
100	99	1701/4	1701/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1390												
100	99	851/2	851/2	0.0	3/8	3/8	Spanner	2/2	1	1	0												49			
100	99	851/2	851/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1391									49			
100	99	1703/4	1703/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1392									49			
100	99	426	426	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1393									49			
100	99	1705/4	1705/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1394									49			
100	99	853/2	853/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1395									49			
100	99	1707/4	1707/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1396									49			
100	99	427	427	0.0	3/4	3/4	Spanner	2/2	1	1	0												49	12		
100	99	427	427	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1397									49	12		
100	99	1709/4	1709/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1398									49	12		
100	99	855/2	855/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1399									49	12		
100	99	1711/4	1711/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1400									49	12		
100	99	424	424	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1401		articAccentAbove		60								
100	99	426	426	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1402												
100	99	1711/4	1711/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1403												
101	100	428	428	0.0	0	0	Spanner	2/2	1	1	0													12		
101	100	428	428	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1404										12		
101	100	1713/4	1713/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1405										12		
101	100	857/2	857/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1406										12		
101	100	1715/4	1715/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1407										12		
101	100	429	429	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1408										12		
101	100	1717/4	1717/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1409										12		
101	100	859/2	859/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1410										12		
101	100	1719/4	1719/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1411										12		
101	100	430	430	0.0	1/2	1/2	Spanner	2/2	1	1	0															
101	100	430	430	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1412												
101	100	1721/4	1721/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1413												
101	100	861/2	861/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1414												
101	100	1723/4	1723/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1415												
101	100	431	431	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1416												
101	100	1725/4	1725/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1417												
101	100	863/2	863/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1418												
101	100	1727/4	1727/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1419												
101	100	428	428	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1420				61								
101	100	429	429	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1421												
101	100	1727/4	1727/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1422												
102	101	1729/4	1729/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1423												
102	101	865/2	865/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1424												
102	101	1731/4	1731/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1425												
102	101	433	433	0.0	1/4	1/4	Spanner	2/2	1	1	0											2				
102	101	433	433	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1426								2				
102	101	1733/4	1733/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1427								2				
102	101	867/2	867/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1428								2				
102	101	1735/4	1735/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1429								2				
102	101	434	434	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1430								2				
102	101	1737/4	1737/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1431								2				
102	101	869/2	869/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1432								2				
102	101	1739/4	1739/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1433								2				
102	101	435	435	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1434								2				
102	101	1741/4	1741/4	0.0	13/16	13/16	Spanner	2/2	1	1	0											2		13		
102	101	1741/4	1741/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1435								2		13		
102	101	871/2	871/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1436								2		13		
102	101	1743/4	1743/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1437								2		13		
102	101	432	432	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1438		articAccentAbove		62								
102	101	434	434	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1439												
102	101	1743/4	1743/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1440												
103	102	436	436	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1441								2		13		
103	102	1745/4	1745/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1442								2		13		
103	102	873/2	873/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1443								2		13		
103	102	1747/4	1747/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1444								2		13		
103	102	437	437	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1445								2		13		
103	102	1749/4	1749/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1446								2		13		
103	102	875/2	875/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1447								2		13		
103	102	1751/4	1751/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1448								2		13		
103	102	438	438	0.0	1/2	1/2	Spanner	2/2	1	1	0											2				
103	102	438	438	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1449								2				
103	102	1753/4	1753/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1450								2				
103	102	877/2	877/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1451								2				
103	102	1755/4	1755/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1452								2				
103	102	439	439	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1453								2				
103	102	1757/4	1757/4	0.0	13/16	13/16	Spanner	2/2	1	1	0															
103	102	1757/4	1757/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1454												
103	102	879/2	879/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1455												
103	102	1759/4	1759/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1456												
103	102	436	436	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1457				63								
103	102	437	437	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1458												
103	102	1759/4	1759/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1459												
104	103	1321/3	1321/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1460												
104	103	1322/3	1322/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1461												
104	103	441	441	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1462												
104	103	1324/3	1324/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1463												
104	103	1325/3	1325/3	0.0	5/12	5/12	Spanner	2/2	1	1	0												50			
104	103	1325/3	1325/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1464									50			
104	103	442	442	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1465									50			
104	103	1327/3	1327/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1466									50			
104	103	1328/3	1328/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	1467									50			
104	103	443	443	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	1468									50			
104	103	1330/3	1330/3	0.0	5/6	5/6	Spanner	2/2	1	1	0												50	14		
104	103	1330/3	1330/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	1469									50	14		
104	103	1331/3	1331/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	1470									50	14		
104	103	440	440	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1471		articAccentAbove		64								
104	103	442	442	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1472												
104	103	1775/4	1775/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1473												
105	104	444	444	0.0	0	0	Spanner	2/2	1	1	0													14		
105	104	444	444	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	1474										14		
105	104	1333/3	1333/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1475										14		
105	104	1334/3	1334/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1476										14		
105	104	445	445	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1477										14		
105	104	1336/3	1336/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1478										14		
105	104	1337/3	1337/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1479										14		
105	104	446	446	0.0	1/2	1/2	Spanner	2/2	1	1	0															
105	104	446	446	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1480												
105	104	1339/3	1339/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1481												
105	104	1340/3	1340/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	1482												
105	104	447	447	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	1483												
105	104	1342/3	1342/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	1484												
105	104	1343/3	1343/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	1485												
105	104	444	444	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1486				65								
105	104	445	445	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1487												
105	104	1791/4	1791/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1488												
106	105	1793/4	1793/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1489												
106	105	897/2	897/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1490												
106	105	1795/4	1795/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1491												
106	105	449	449	0.0	1/4	1/4	Spanner	2/2	1	1	0											3				
106	105	449	449	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1492								3				
106	105	1797/4	1797/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1493								3				
106	105	899/2	899/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1494								3				
106	105	1799/4	1799/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1495								3				
106	105	450	450	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1496								3				
106	105	1801/4	1801/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1497								3				
106	105	901/2	901/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1498								3				
106	105	1803/4	1803/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1499								3				
106	105	451	451	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1500								3				
106	105	1805/4	1805/4	0.0	13/16	13/16	Spanner	2/2	1	1	0											3		15		
106	105	1805/4	1805/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1501								3		15		
106	105	903/2	903/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1502								3		15		
106	105	1807/4	1807/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1503								3		15		
106	105	448	448	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1504		articAccentAbove		66								
106	105	450	450	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1505												
106	105	1807/4	1807/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1506												
107	106	452	452	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1507								3		15		
107	106	1809/4	1809/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1508								3		15		
107	106	905/2	905/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1509								3		15		
107	106	1811/4	1811/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1510								3		15		
107	106	453	453	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1511								3		15		
107	106	1813/4	1813/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1512								3		15		
107	106	907/2	907/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1513								3		15		
107	106	1815/4	1815/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1514								3		15		
107	106	454	454	0.0	1/2	1/2	Spanner	2/2	1	1	0											3				
107	106	454	454	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1515								3				
107	106	1817/4	1817/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1516								3				
107	106	909/2	909/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1517								3				
107	106	1819/4	1819/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1518								3				
107	106	455	455	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1519								3				
107	106	1821/4	1821/4	0.0	13/16	13/16	Spanner	2/2	1	1	0															
107	106	1821/4	1821/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1520												
107	106	911/2	911/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1521												
107	106	1823/4	1823/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1522												
107	106	452	452	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1523				67								
107	106	453	453	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1524												
107	106	1823/4	1823/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1525												
108	107	1369/3	1369/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1526												
108	107	1370/3	1370/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1527												
108	107	457	457	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1528												
108	107	1372/3	1372/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1529												
108	107	1373/3	1373/3	0.0	5/12	5/12	Spanner	2/2	1	1	0												51			
108	107	1373/3	1373/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1530									51			
108	107	458	458	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1531									51			
108	107	1375/3	1375/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1532									51			
108	107	1376/3	1376/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	1533									51			
108	107	459	459	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	1534									51			
108	107	1378/3	1378/3	0.0	5/6	5/6	Spanner	2/2	1	1	0												51	16		
108	107	1378/3	1378/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	1535									51	16		
108	107	1379/3	1379/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	1536									51	16		
108	107	456	456	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1537		articAccentAbove		68								
108	107	458	458	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1538												
108	107	1839/4	1839/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1539												
109	108	460	460	0.0	0	0	Spanner	2/2	1	1	0													16		
109	108	460	460	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	1540										16		
109	108	1381/3	1381/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1541										16		
109	108	1382/3	1382/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1542										16		
109	108	461	461	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1543										16		
109	108	1384/3	1384/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1544										16		
109	108	1385/3	1385/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1545										16		
109	108	462	462	0.0	1/2	1/2	Spanner	2/2	1	1	0															
109	108	462	462	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1546												
109	108	1387/3	1387/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1547												
109	108	1388/3	1388/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	1548												
109	108	463	463	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	1549												
109	108	1390/3	1390/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	1550												
109	108	1391/3	1391/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	1551												
109	108	460	460	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1552				69								
109	108	461	461	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1553												
109	108	1855/4	1855/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1554												
110	109	1393/3	1393/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1555												
110	109	1394/3	1394/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1556												
110	109	465	465	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1557												
110	109	1396/3	1396/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1558												
110	109	1397/3	1397/3	0.0	5/12	5/12	Spanner	2/2	1	1	0												52			
110	109	1397/3	1397/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1559									52			
110	109	466	466	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1560									52			
110	109	1399/3	1399/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1561									52			
110	109	1400/3	1400/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	1562									52			
110	109	467	467	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	1563									52			
110	109	1402/3	1402/3	0.0	5/6	5/6	Spanner	2/2	1	1	0												52	17		
110	109	1402/3	1402/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	1564									52	17		
110	109	1403/3	1403/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	1565									52	17		
110	109	464	464	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1566		articAccentAbove		70								
110	109	466	466	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1567												
110	109	1871/4	1871/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1568												
111	110	468	468	0.0	0	0	Spanner	2/2	1	1	0													17		
111	110	468	468	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	1569										17		
111	110	1405/3	1405/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1570										17		
111	110	1406/3	1406/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1571										17		
111	110	469	469	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1572										17		
111	110	1408/3	1408/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1573										17		
111	110	1409/3	1409/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1574										17		
111	110	470	470	0.0	1/2	1/2	Spanner	2/2	1	1	0															
111	110	470	470	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1575												
111	110	1411/3	1411/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1576												
111	110	1412/3	1412/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	1577												
111	110	471	471	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	1578												
111	110	1414/3	1414/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	1579												
111	110	1415/3	1415/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	1580												
111	110	468	468	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1581				71								
111	110	469	469	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1582												
111	110	1887/4	1887/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1583												
112	111	1417/3	1417/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1584												
112	111	1418/3	1418/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1585												
112	111	473	473	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1586												
112	111	1420/3	1420/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1587												
112	111	1421/3	1421/3	0.0	5/12	5/12	Spanner	2/2	1	1	0												53			
112	111	1421/3	1421/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1588									53			
112	111	474	474	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1589									53			
112	111	1423/3	1423/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1590									53			
112	111	1424/3	1424/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	1591									53			
112	111	475	475	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	1592									53			
112	111	1426/3	1426/3	0.0	5/6	5/6	Spanner	2/2	1	1	0												53	18		
112	111	1426/3	1426/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	1593									53	18		
112	111	1427/3	1427/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	1594									53	18		
112	111	472	472	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1595												
112	111	474	474	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1596												
113	112	476	476	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	1597									53	18		
113	112	1429/3	1429/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	1598									53	18		
113	112	1430/3	1430/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	1599									53	18		
113	112	477	477	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	1600									53	18		
113	112	1432/3	1432/3	0.0	1/3	1/3	Spanner	2/2	1	1	0													18		
113	112	1432/3	1432/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	1601										18		
113	112	1433/3	1433/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	1602										18		
113	112	478	478	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	1603										18		
