mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	HairPin:2_poco cresc.	crescendo_hairpin	diminuendo_line	HairPin:3_sempre dim.	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
286	284	6143/8	6143/8	0.0	0	0	StaffText	2/4	1	1	0							<i>più ritenuto</i>											
286	284	6143/8	6143/8	0.6666666666666666	0	0	Chord	2/4	1	1	1/6		1/4	2/3	2887				148										
286	284	18445/24	18445/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	2888				148										
286	284	6151/8	6151/8	0.0	1/4	1/4	Spanner	2/4	1	1	0								148					13					
286	284	6151/8	6151/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	2889				148					13					
286	284	18461/24	18461/24	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	2890				148					13					
286	284	18469/24	18469/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	2891		articMarcatoAbove							13					
286	284	18469/24	18469/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2892		articMarcatoAbove												
287	285	6159/8	6159/8	0.0	0	0	StaffText	2/4	1	1	0							<b>Lento</b>											
287	285	6159/8	6159/8	0.0	0	0	Spanner	2/4	1	1	0																		
287	285	6159/8	6159/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	2893														
287	285	18485/24	18485/24	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	2894														
287	285	18493/24	18493/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	2895														
287	285	6167/8	6167/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	2896														
287	285	18509/24	18509/24	0.5	1/3	1/3	Chord	2/4	1	1	1/8		1/8	1	2897														
287	285	18521/24	18521/24	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2898														
287	285	18485/24	18485/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2899														
287	285	18493/24	18493/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2900														
287	285	6167/8	6167/8	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2901														
287	285	18509/24	18509/24	0.5	1/3	1/3	Chord	2/4	2	1	1/8		1/8	1	2902														
287	285	18521/24	18521/24	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2903														
288	286	6175/8	6175/8	0.0	0	0	StaffText	2/4	1	1	0							<i>ben marcato la melodia</i>											
288	286	6175/8	6175/8	0.0	0	0	StaffText	2/4	1	1	0							 a tempo											
288	286	6175/8	6175/8	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics													
288	286	6181/8	6181/8	0.0	3/16	3/16	Spanner	2/4	1	1	0																18		
288	286	6181/8	6181/8	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48		1/32	2/3	2904												18		
288	286	18545/24	18545/24	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	2905												18		
288	286	18547/24	18547/24	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	2906												18		
288	286	6189/8	6189/8	0.08333333333333333	7/16	7/16	Chord	2/4	1	1	1/48		1/32	2/3	2907												18		
288	286	18569/24	18569/24	0.08333333333333333	11/24	11/24	Chord	2/4	1	1	1/48		1/32	2/3	2908												18		
288	286	18571/24	18571/24	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48		1/32	2/3	2909												18		
288	286	6181/8	6181/8	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2910												18		
288	286	6189/8	6189/8	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2911												18		
288	286	6175/8	6175/8	0.0	0	0	Spanner	2/4	2	1	0																	94	94
288	286	6175/8	6175/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2912													94	94
288	286	6183/8	6183/8	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2913													94	94
288	286	6175/8	6175/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	2914													94	94
288	286	772	772	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	2915													94	94
288	286	6177/8	6177/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	2916													94	94
288	286	3089/4	3089/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	2917													94	94
288	286	6183/8	6183/8	0.125	1/4	1/4	Chord	2/4	2	2	1/32		1/32	1	2918													94	94
288	286	773	773	0.125	9/32	9/32	Chord	2/4	2	2	1/32		1/32	1	2919													94	94
288	286	6185/8	6185/8	0.125	5/16	5/16	Chord	2/4	2	2	1/32		1/32	1	2920													94	94
288	286	3093/4	3093/4	0.125	11/32	11/32	Chord	2/4	2	2	1/32		1/32	1	2921													94	94
289	287	6197/8	6197/8	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	2922												18		
289	287	12395/16	12395/16	0.0625	13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	2923												18		
289	287	3099/4	3099/4	0.0625	7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	2924												18		
289	287	12397/16	12397/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	2925												18		
289	287	6205/8	6205/8	0.0625	7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	2926												18		
289	287	12411/16	12411/16	0.0625	29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	2927												18		
289	287	3103/4	3103/4	0.0625	15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	2928												18		
289	287	12413/16	12413/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	2929												18		
289	287	6197/8	6197/8	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2930												18		
289	287	6205/8	6205/8	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2931												18		
289	287	6191/8	6191/8	0.0	0	0	Spanner	2/4	2	1	0																		
289	287	6191/8	6191/8	0.0	0	0	Spanner	2/4	2	1	0																	95	95
289	287	6191/8	6191/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2932													95	95
289	287	6199/8	6199/8	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2933													95	95
289	287	6191/8	6191/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	2934													95	95
289	287	774	774	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	2935													95	95
289	287	6193/8	6193/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	2936													95	95
289	287	3097/4	3097/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	2937													95	95
289	287	6199/8	6199/8	0.125	1/4	1/4	Chord	2/4	2	2	1/32		1/32	1	2938													95	95
289	287	775	775	0.125	9/32	9/32	Chord	2/4	2	2	1/32		1/32	1	2939													95	95
289	287	6201/8	6201/8	0.125	5/16	5/16	Chord	2/4	2	2	1/32		1/32	1	2940													95	95
289	287	3101/4	3101/4	0.125	11/32	11/32	Chord	2/4	2	2	1/32		1/32	1	2941													95	95
290	288	6213/8	6213/8	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	2942												18		
290	288	12427/16	12427/16	0.0625	13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	2943												18		
290	288	3107/4	3107/4	0.0625	7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	2944												18		
290	288	12429/16	12429/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	2945												18		
290	288	6221/8	6221/8	0.0625	7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	2946												18		
290	288	12443/16	12443/16	0.0625	29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	2947												18		
290	288	3111/4	3111/4	0.0625	15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	2948												18		
290	288	12445/16	12445/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	2949												18		
290	288	6213/8	6213/8	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2950												18		
290	288	6221/8	6221/8	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2951												18		
290	288	6207/8	6207/8	0.0	0	0	Spanner	2/4	2	1	0																	96	96
290	288	6207/8	6207/8	0.0	0	0	Spanner	2/4	2	1	0																	96	96
290	288	6207/8	6207/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2952													96	96
290	288	6215/8	6215/8	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2953													96	96
290	288	6207/8	6207/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	2954													96	96
290	288	776	776	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	2955													96	96
290	288	6209/8	6209/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	2956													96	96
290	288	3105/4	3105/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	2957													96	96
290	288	6215/8	6215/8	0.125	1/4	1/4	Chord	2/4	2	2	1/32		1/32	1	2958													96	96
290	288	777	777	0.125	9/32	9/32	Chord	2/4	2	2	1/32		1/32	1	2959													96	96
290	288	6217/8	6217/8	0.125	5/16	5/16	Chord	2/4	2	2	1/32		1/32	1	2960													96	96
290	288	3109/4	3109/4	0.125	11/32	11/32	Chord	2/4	2	2	1/32		1/32	1	2961													96	96
291	289	6223/8	6223/8	0.0	0	0	Spanner	2/4	1	1	0																		
291	289	6229/8	6229/8	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	2962														
291	289	12459/16	12459/16	0.0625	13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	2963														
291	289	3115/4	3115/4	0.0625	7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	2964														
291	289	12461/16	12461/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	2965														
291	289	6237/8	6237/8	0.0625	7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	2966														
291	289	12475/16	12475/16	0.0625	29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	2967														
291	289	3119/4	3119/4	0.0625	15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	2968														
291	289	12477/16	12477/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	2969														
291	289	6229/8	6229/8	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2970														
291	289	6237/8	6237/8	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2971														
291	289	6223/8	6223/8	0.0	0	0	Spanner	2/4	2	1	0																		
291	289	6223/8	6223/8	0.0	0	0	Spanner	2/4	2	1	0																	97	97
291	289	6223/8	6223/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2972													97	97
291	289	6231/8	6231/8	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2973													97	97
291	289	6223/8	6223/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	2974													97	97
291	289	778	778	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	2975													97	97
291	289	6225/8	6225/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	2976													97	97
291	289	3113/4	3113/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	2977													97	97
291	289	6231/8	6231/8	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	2978													97	97
291	289	18697/24	18697/24	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	2979													97	97
291	289	18701/24	18701/24	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	2980													97	97
292	290	6245/8	6245/8	0.0	3/16	3/16	Spanner	2/4	1	1	0																19		
292	290	6245/8	6245/8	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	2981												19		
292	290	12491/16	12491/16	0.0625	13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	2982												19		
292	290	3123/4	3123/4	0.0625	7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	2983												19		
292	290	12493/16	12493/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	2984												19		
292	290	6253/8	6253/8	0.0625	7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	2985												19		
292	290	12507/16	12507/16	0.0625	29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	2986												19		
292	290	3127/4	3127/4	0.0625	15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	2987												19		
292	290	12509/16	12509/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	2988												19		
292	290	6245/8	6245/8	0.0	3/16	3/16	Spanner	2/4	1	2	0													14			19		
292	290	6245/8	6245/8	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	2989									14			19		
292	290	6247/8	6247/8	0.0	1/4	1/4	Spanner	2/4	1	2	0																19		
292	290	6253/8	6253/8	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	2990												19		
292	290	6239/8	6239/8	0.0	0	0	Spanner	2/4	2	1	0																		
292	290	6239/8	6239/8	0.0	0	0	Spanner	2/4	2	1	0																	98	98
292	290	6239/8	6239/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2991													98	98
292	290	6247/8	6247/8	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2992													98	98
292	290	6239/8	6239/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	2993													98	98
292	290	780	780	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	2994													98	98
292	290	6241/8	6241/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	2995													98	98
292	290	3121/4	3121/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	2996													98	98
292	290	6247/8	6247/8	0.125	1/4	1/4	Chord	2/4	2	2	1/32		1/32	1	2997													98	98
292	290	781	781	0.125	9/32	9/32	Chord	2/4	2	2	1/32		1/32	1	2998													98	98
292	290	6249/8	6249/8	0.125	5/16	5/16	Chord	2/4	2	2	1/32		1/32	1	2999													98	98
292	290	3125/4	3125/4	0.125	11/32	11/32	Chord	2/4	2	2	1/32		1/32	1	3000													98	98
293	291	6255/8	6255/8	0.0	0	0	Spanner	2/4	1	1	0									5							19		
293	291	6259/8	6259/8	0.0	1/8	1/8	Spanner	2/4	1	1	0																19		
293	291	6261/8	6261/8	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	3001												19		
293	291	12523/16	12523/16	0.0625	13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	3002												19		
293	291	3131/4	3131/4	0.0625	7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	3003												19		
293	291	12525/16	12525/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	3004												19		
293	291	6269/8	6269/8	0.0625	7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	3005												19		
293	291	12539/16	12539/16	0.0625	29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	3006												19		
293	291	3135/4	3135/4	0.0625	15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	3007												19		
293	291	12541/16	12541/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	3008												19		
293	291	6261/8	6261/8	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	3009												19		
293	291	6269/8	6269/8	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	3010												19		
293	291	6255/8	6255/8	0.0	0	0	Spanner	2/4	2	1	0																		
293	291	6255/8	6255/8	0.0	0	0	Spanner	2/4	2	1	0																	99	99
293	291	6255/8	6255/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	3011													99	99
293	291	6263/8	6263/8	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
293	291	6263/8	6263/8	0.0	1/4	1/4	Spanner	2/4	2	1	0																	100	100
293	291	6263/8	6263/8	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	3012													100	100
293	291	6255/8	6255/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	3013													100	100
293	291	782	782	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	3014													100	100
293	291	6257/8	6257/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	3015													100	100
293	291	3129/4	3129/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	3016													100	100
293	291	6263/8	6263/8	0.125	1/4	1/4	Chord	2/4	2	2	1/32		1/32	1	3017													100	100
293	291	783	783	0.125	9/32	9/32	Chord	2/4	2	2	1/32		1/32	1	3018													100	100
293	291	6265/8	6265/8	0.125	5/16	5/16	Chord	2/4	2	2	1/32		1/32	1	3019													100	100
293	291	3133/4	3133/4	0.125	11/32	11/32	Chord	2/4	2	2	1/32		1/32	1	3020													100	100
294	292	6271/8	6271/8	0.0	0	0	Spanner	2/4	1	1	0																		
294	292	6277/8	6277/8	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	3021														
294	292	12555/16	12555/16	0.0625	13/64	13/64	Chord	2/4	1	1	1/64		1/64	1	3022														
294	292	3139/4	3139/4	0.0625	7/32	7/32	Chord	2/4	1	1	1/64		1/64	1	3023														
294	292	12557/16	12557/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	3024														
294	292	6285/8	6285/8	0.0625	7/16	7/16	Chord	2/4	1	1	1/64		1/64	1	3025														
294	292	12571/16	12571/16	0.0625	29/64	29/64	Chord	2/4	1	1	1/64		1/64	1	3026														
294	292	3143/4	3143/4	0.0625	15/32	15/32	Chord	2/4	1	1	1/64		1/64	1	3027														
294	292	12573/16	12573/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	3028														
294	292	6277/8	6277/8	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	3029														
294	292	6285/8	6285/8	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	3030														
294	292	6271/8	6271/8	0.0	0	0	Spanner	2/4	2	1	0																		
294	292	6271/8	6271/8	0.0	0	0	Spanner	2/4	2	1	0																	101	101
294	292	6271/8	6271/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	3031													101	101
294	292	6279/8	6279/8	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
294	292	6279/8	6279/8	0.0	1/4	1/4	Spanner	2/4	2	1	0																	102	102
294	292	6279/8	6279/8	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	3032													102	102
294	292	6271/8	6271/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	3033													102	102
294	292	784	784	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	3034													102	102
294	292	6273/8	6273/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	3035													102	102
294	292	3137/4	3137/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	3036													102	102
294	292	6279/8	6279/8	0.125	1/4	1/4	Chord	2/4	2	2	1/32		1/32	1	3037													102	102
294	292	785	785	0.125	9/32	9/32	Chord	2/4	2	2	1/32		1/32	1	3038													102	102
294	292	6281/8	6281/8	0.125	5/16	5/16	Chord	2/4	2	2	1/32		1/32	1	3039													102	102
294	292	3141/4	3141/4	0.125	11/32	11/32	Chord	2/4	2	2	1/32		1/32	1	3040													102	102
295	293	6293/8	6293/8	0.0	3/16	3/16	StaffText	2/4	1	1	0							"<font size=""10""/><i>accelerando</i>"											
295	293	6293/8	6293/8	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	3041														
295	293	3147/4	3147/4	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	3042														
295	293	6295/8	6295/8	0.0	1/4	1/4	Dynamic	2/4	1	1	0					pp													
295	293	6295/8	6295/8	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	3043														
295	293	18889/24	18889/24	0.0	7/24	7/24	Spanner	2/4	1	1	0													15					
295	293	18889/24	18889/24	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	3044									15					
295	293	18893/24	18893/24	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	3045									15					
295	293	6299/8	6299/8	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	3046									15					
295	293	18901/24	18901/24	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	3047									15					
295	293	18905/24	18905/24	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	3048									15					
295	293	6287/8	6287/8	0.0	0	0	Spanner	2/4	2	1	0																		
295	293	6287/8	6287/8	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	3049														
295	293	6295/8	6295/8	0.0	1/4	1/4	Spanner	2/4	2	1	0																	103	103
295	293	6295/8	6295/8	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	3050													103	103
295	293	18889/24	18889/24	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	3051													103	103
295	293	18893/24	18893/24	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	3052													103	103
295	293	6299/8	6299/8	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	3053													103	103
295	293	18901/24	18901/24	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	3054													103	103
295	293	18905/24	18905/24	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	3055													103	103
295	293	6287/8	6287/8	0.125	0	0	Chord	2/4	2	2	1/32		1/32	1	3056													103	103
295	293	786	786	0.125	1/32	1/32	Chord	2/4	2	2	1/32		1/32	1	3057													103	103
295	293	6289/8	6289/8	0.125	1/16	1/16	Chord	2/4	2	2	1/32		1/32	1	3058													103	103
295	293	3145/4	3145/4	0.125	3/32	3/32	Chord	2/4	2	2	1/32		1/32	1	3059													103	103
296	294	6303/8	6303/8	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	3060									15					
296	294	18913/24	18913/24	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	3061									15					
296	294	18917/24	18917/24	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	3062									15					
296	294	6307/8	6307/8	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	3063									15					
296	294	18925/24	18925/24	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	3064									15					
296	294	18929/24	18929/24	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	3065									15					
296	294	6311/8	6311/8	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	3066									15					
296	294	18937/24	18937/24	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	3067									15					
296	294	18941/24	18941/24	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	3068									15					
296	294	6315/8	6315/8	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
296	294	6315/8	6315/8	0.0	3/8	3/8	Spanner	2/4	1	1	0														2				
296	294	6315/8	6315/8	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	3069										2				
296	294	18949/24	18949/24	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	3070										2				
296	294	18953/24	18953/24	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	3071										2				
296	294	6303/8	6303/8	0.0	0	0	Spanner	2/4	2	1	0																		
296	294	6303/8	6303/8	0.0	0	0	Spanner	2/4	2	1	0																	104	104
296	294	6303/8	6303/8	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	3072													104	104
296	294	18913/24	18913/24	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	3073													104	104
296	294	18917/24	18917/24	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	3074													104	104
296	294	6307/8	6307/8	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	3075													104	104
296	294	18925/24	18925/24	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	3076													104	104
296	294	18929/24	18929/24	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	3077													104	104
296	294	6311/8	6311/8	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
296	294	6311/8	6311/8	0.0	1/4	1/4	Spanner	2/4	2	1	0																	105	105
296	294	6311/8	6311/8	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	3078													105	105
296	294	18937/24	18937/24	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	3079													105	105
296	294	18941/24	18941/24	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	3080													105	105
296	294	6315/8	6315/8	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	3081													105	105
296	294	18949/24	18949/24	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	3082													105	105
296	294	18953/24	18953/24	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	3083													105	105
297	295	6319/8	6319/8	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	3084										2				
297	295	18961/24	18961/24	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	3085										2				
297	295	18965/24	18965/24	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	3086										2				
297	295	6323/8	6323/8	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	3087										2				
297	295	18973/24	18973/24	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	3088										2				
297	295	18977/24	18977/24	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	3089										2				
297	295	6327/8	6327/8	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	3090										2				
297	295	18985/24	18985/24	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	3091										2				
297	295	18989/24	18989/24	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	3092										2				
297	295	6331/8	6331/8	0.0	3/8	3/8	StaffText	2/4	1	1	0							a tempo							2				
297	295	6331/8	6331/8	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	3093										2				
297	295	18997/24	18997/24	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	3094										2				
297	295	19001/24	19001/24	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	3095										2				
297	295	6319/8	6319/8	0.0	0	0	Spanner	2/4	2	1	0																		
297	295	6319/8	6319/8	0.0	0	0	Spanner	2/4	2	1	0																	106	106
297	295	6319/8	6319/8	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	3096													106	106
