mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
18	18	211/3	211/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	214									17				
18	18	212/3	212/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	215									17				
18	18	71	71	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	216									17				
18	18	214/3	214/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	217									17				
18	18	215/3	215/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	218													
18	18	68	68	0.0	0	0	Spanner	4/4	2	1	0																	5
18	18	69	69	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	219													5
18	18	208/3	208/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	220													5
18	18	209/3	209/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	221													5
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	2	1	0																	
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	222													
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	223													
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	224									18				
19	19	75	75	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	225		articStaccatoBelow							19				
19	19	226/3	226/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	226		articStaccatoBelow							19				
19	19	227/3	227/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	227		articStaccatoBelow											
19	19	217/3	217/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	228													
19	19	218/3	218/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	229													
19	19	73	73	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	230													
19	19	220/3	220/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	231													
19	19	221/3	221/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	232													
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	233													
20	20	76	76	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	234													
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	235													
20	20	78	78	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	236									20				
20	20	235/3	235/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	237									20				
20	20	236/3	236/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	238									20				
20	20	79	79	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	239									20				
20	20	238/3	238/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	240									20				
20	20	239/3	239/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	241													
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	242													
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	243													
20	20	77	77	0.0	1/4	1/4	Spanner	4/4	2	1	0																	6
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	244													6
20	20	79	79	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
20	20	79	79	0.0	3/4	3/4	Spanner	4/4	2	1	0																	7
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	245													7
20	20	159/2	159/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																	
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	246													
21	21	82	82	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	247													
21	21	248/3	248/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	248													
21	21	81	81	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	249													
21	21	244/3	244/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	250													
21	21	245/3	245/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	251													
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	252													
21	21	83	83	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	253													
21	21	250/3	250/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	254													
21	21	251/3	251/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	255													
21	21	81	81	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	256													
21	21	244/3	244/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	257													
21	21	245/3	245/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	258													
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	259													
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	260													
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	261									21				
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	262													
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	263													
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	264		articAccentAbove							22				
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	265													
22	22	254/3	254/3	0.0	1/6	1/6	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
22	22	254/3	254/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	266													
22	22	85	85	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	267													
22	22	256/3	256/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	268													
22	22	257/3	257/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	269													
22	22	260/3	260/3	0.0	2/3	2/3	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
22	22	260/3	260/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	270													
22	22	87	87	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	271													
22	22	262/3	262/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	272													
22	22	263/3	263/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	273													
23	23	89	89	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	274		articAccentAbove							23				
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	275													
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	276									24				
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	277													
23	23	266/3	266/3	0.0	1/6	1/6	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
23	23	266/3	266/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	278													
23	23	89	89	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	279													
23	23	268/3	268/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	280													
23	23	269/3	269/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	281													
23	23	271/3	271/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	282													
23	23	272/3	272/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	283													
23	23	91	91	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	284													
23	23	274/3	274/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	285													
23	23	275/3	275/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	286													
24	24	93	93	0.0	1/4	1/4	Dynamic	4/4	1	1	0					pp												
24	24	93	93	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	287		articAccentAbove							25				
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	288													
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	289									26				
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	290													
24	24	92	92	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	291													
24	24	277/3	277/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	292													
24	24	278/3	278/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	293													
24	24	280/3	280/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	294													
24	24	281/3	281/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	295													
24	24	283/3	283/3	0.0	7/12	7/12	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
24	24	283/3	283/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	296													
24	24	284/3	284/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	297													
24	24	95	95	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	298													
24	24	286/3	286/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	299													
24	24	287/3	287/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	300													
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	301													
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	302		articStaccatoBelow							27				
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	303		articStaccatoBelow											
25	25	96	96	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	304													
25	25	289/3	289/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	305													
25	25	290/3	290/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	306													
25	25	97	97	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	307													
25	25	292/3	292/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	308													
25	25	293/3	293/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	309													
25	25	295/3	295/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	310													
25	25	296/3	296/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	311													
25	25	298/3	298/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	312													
25	25	299/3	299/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	313													
26	26	100	100	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	314													
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	315													
26	26	102	102	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	316									28				
26	26	307/3	307/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	317									28				
26	26	308/3	308/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	318									28				
26	26	103	103	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	319									28				
26	26	310/3	310/3	0.5	5/6	5/6	Chord	4/4	1	1	1/8		1/8	1	320									28				
26	26	623/6	623/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	321													
26	26	100	100	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	322													
26	26	103	103	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	323													
26	26	100	100	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
26	26	301/3	301/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	324													
26	26	302/3	302/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	325													
26	26	101	101	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	326													
26	26	304/3	304/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	327													
26	26	103	103	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	328													
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	329									29				
27	27	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	330													
27	27	319/3	319/3	0.0	7/12	7/12	Spanner	4/4	1	1	0															0		
27	27	319/3	319/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	331									30		0		
27	27	320/3	320/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	332									30		0		
27	27	107	107	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	333									30		0		
27	27	322/3	322/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	334									30		0		
27	27	323/3	323/3	0.0	11/12	11/12	Spanner	4/4	1	1	0																	
27	27	323/3	323/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	335													
27	27	104	104	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
27	27	105	105	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	336													
27	27	316/3	316/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	337													
27	27	317/3	317/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	338													
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	339													
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	340													
28	28	108	108	0.0	0	0	StaffText	4/4	1	1	0							rit.										
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	341		articStaccatoAbove							31				
28	28	217/2	217/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cresc molto"										
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	342		articStaccatoAbove											
28	28	109	109	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	343		articStaccatoBelow							32				
28	28	329/3	329/3	0.0	5/12	5/12	Spanner	4/4	1	1	0														0			
28	28	329/3	329/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	344		articStaccatoBelow								0			
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	345									33	0			
28	28	221/2	221/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													33				
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	346									33				
28	28	111	111	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	347									33				
28	28	447/4	447/4	0.0	15/16	15/16	Spanner	4/4	1	1	0														1			
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	348										1			
28	28	108	108	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	349										1			
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	350										1			
28	28	108	108	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
28	28	325/3	325/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	351													
28	28	326/3	326/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	352													
28	28	109	109	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	353													
28	28	328/3	328/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	354													
28	28	110	110	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	355													
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	356													
28	28	111	111	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	357													
28	28	334/3	334/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	358													
28	28	108	108	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	359													
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	360													
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	361										1			
29	29	114	114	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
29	29	114	114	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	362													
29	29	114	114	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	363													
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	364													
29	29	112	112	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
29	29	113	113	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	365													
29	29	340/3	340/3	0.0	1/3	1/3	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dim."										
29	29	340/3	340/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	366													
29	29	341/3	341/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	367													
29	29	114	114	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	368													
29	29	343/3	343/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	369													
29	29	344/3	344/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	370													
29	29	115	115	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	371													
29	29	346/3	346/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	372													
29	29	347/3	347/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	373													
29	29	112	112	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	374													
30	30	116	116	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>un poco rall e agitato"										
30	30	116	116	0.0	0	0	Dynamic	4/4	1	1	0					p												
30	30	116	116	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	375		articTenutoAbove											
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	376													
30	30	119	119	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	377		articTenutoAbove											
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	378													
30	30	349/3	349/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	379													
30	30	350/3	350/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	380													
30	30	117	117	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	381													
30	30	352/3	352/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	382													
30	30	353/3	353/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	383													
30	30	355/3	355/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	384													
30	30	356/3	356/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	385													
30	30	119	119	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	386													
30	30	358/3	358/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	387													
30	30	359/3	359/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	388													
30	30	116	116	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
30	30	349/3	349/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	389													
30	30	350/3	350/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	390													
30	30	117	117	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	391													
30	30	352/3	352/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	392													
30	30	353/3	353/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	393													
30	30	118	118	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
30	30	355/3	355/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	394													
30	30	356/3	356/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	395													
30	30	119	119	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	396													
30	30	358/3	358/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	397													
30	30	359/3	359/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	398													
31	31	120	120	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	399		articAccentAbove											
31	31	122	122	0.0	1/2	1/2	Dynamic	4/4	1	1	0					pp												
31	31	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	400													
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	401		articStaccatoBelow							34				
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	402		articStaccatoBelow							34				
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	403		articStaccatoBelow							34				
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	404		articStaccatoBelow							34				
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	405		articStaccatoBelow							34				
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	406		articStaccatoBelow							34				
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	407		articStaccatoBelow											
31	31	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	408													
31	31	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	409													
31	31	121	121	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	410													
31	31	364/3	364/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	411													
31	31	365/3	365/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	412													
31	31	120	120	0.0	0	0	Spanner	4/4	2	1	0																	8
31	31	361/3	361/3	0.0	1/12	1/12	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>smorz."										8
31	31	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	413													8
31	31	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	414													8
31	31	121	121	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	415													8
31	31	364/3	364/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	416		articStaccatoAbove											8
31	31	365/3	365/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	417		articStaccatoAbove											8
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	418													8
31	31	123	123	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
32	32	124	124	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	419		articTenutoAbove											
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	420													
32	32	127	127	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	421		articTenutoAbove											
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	422													
32	32	373/3	373/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	423													
32	32	374/3	374/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	424													
32	32	125	125	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	425													
32	32	376/3	376/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	426													
32	32	377/3	377/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	427													
32	32	379/3	379/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	428													
32	32	380/3	380/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	429													
32	32	127	127	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	430													
32	32	382/3	382/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	431													
32	32	383/3	383/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	432													
32	32	124	124	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Opus Text Std""/>P"										
32	32	373/3	373/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	433													
32	32	374/3	374/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	434													
32	32	125	125	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	435													
32	32	376/3	376/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	436													
32	32	377/3	377/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	437													
