mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
25	24	93	7.0	0	0	4/4	2	1	#viio7|HC}		e	i		#viio7		#vii	o	7				HC	}	o7	1	1	5, 2, -1, -4		5	5
27	25	100	1.0	0	3/4	4/4	2	1	bi.Ger6{		e	bi		Ger6	Ger	vii	o	65	b3	V			{	Ger	1	1	-4, 0, -3, 6		6	-4
28	26	101	2.0	0	0	4/4	2	1	V(64)		e	bi		V(64)		V			64					M	1	1	1, 0, -3		1	1
28	26	103	1.0	1/2	1/2	4/4	2	1	#viio43(4)		e	bi		#viio43(4)		#vii	o	43	4					o7	1	1	-1, -4, 5, -3		5	-1
28	26	104	1.0	3/4	3/4	4/4	2	1	#viio43		e	bi		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
29	27	105	4.0	0	0	4/4	2	1	i6(9#7)		e	bi		i6(9#7)		i		6	9#7					m	1	1	-3, 1, 5	2	0	-3
30	28	109	3.0	0	0	4/4	2	1	i6		e	bi		i6		i		6						m	1	1	-3, 1, 0		0	-3
30	28	112	1.0	3/4	3/4	4/4	2	1	iv.Ger6		e	iv		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6	-4
31	29	113	2.0	0	0	4/4	2	1	V(64)		e	iv		V(64)		V			64					M	1	1	1, 0, -3		1	1
31	29	115	1.0	1/2	1/2	4/4	2	1	#viio43(4)		e	iv		#viio43(4)		#vii	o	43	4					o7	1	1	-1, -4, 5, -3		5	-1
31	29	116	1.0	3/4	3/4	4/4	2	1	#viio43		e	iv		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
32	30	117	4.0	0	0	4/4	2	1	i6(9#7)		e	iv		i6(9#7)		i		6	9#7					m	1	1	-3, 1, 5	2	0	-3
33	31	121	3.0	0	0	4/4	2	1	i6		e	iv		i6		i		6						m	1	1	-3, 1, 0		0	-3
33	31	124	1.0	3/4	3/4	4/4	2	1	i.iv6		e	i		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
34	32	125	4.0	0	0	4/4	2	1	V7(94)		e	i		V7(94)		V		7	94					Mm7	1	1	1, 0, 2, -1	-4	1	1
35	33	129	4.0	0	0	4/4	2	1	V7(9)|HC}		e	i		V7(9)		V		7	9			HC	}	Mm7	1	1	1, 5, 2, -1	-4	1	1
36	34	133	0.5	0	0	4/4	2	1	i{		e	i		i		i							{	m	1	1	0, -3, 1		0	0
36	34	267/2	1.0	1/8	1/8	4/4	2	1	ii%7(9)		e	i		ii%7(9)		ii	%	7	9					%7	1	1	2, -1, -4, 0	-3	2	2
36	34	269/2	1.0	3/8	3/8	4/4	2	1	iv43		e	i		iv43		iv		43						mm7	1	1	0, -3, -1, -4		-1	0
36	34	271/2	1.0	5/8	5/8	4/4	2	1	iv65		e	i		iv65		iv		65						mm7	1	1	-4, 0, -3, -1		-1	-4
36	34	273/2	0.5	7/8	7/8	4/4	2	1	iv7		e	i		iv7		iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
37	35	137	1.0	0	0	4/4	2	1	Ger6		e	i		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6	-4
37	35	138	0.5	1/4	1/4	4/4	2	1	V(#764)		e	i		V(#764)		V			#764					M	1	1	1, 0, -3	6	1	1
37	35	277/2	2.5	3/8	3/8	4/4	2	1	V(64)		e	i		V(64)		V			64					M	1	1	1, 0, -3		1	1
38	36	141	1.5	0	0	4/4	2	1	iii.iv6		e	iii		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
38	36	285/2	0.5	3/8	3/8	4/4	2	1	iv		e	iii		iv		iv								m	1	1	-1, -4, 0		-1	-1
38	36	143	1.0	1/2	1/2	4/4	2	1	V(64)		e	iii		V(64)		V			64					M	1	1	1, 0, -3		1	1
38	36	144	1.0	3/4	3/4	4/4	2	1	V43		e	iii		V43		V		43						Mm7	1	1	2, -1, 1, 5		1	2
39	37	145	1.5	0	0	4/4	2	1	i(#7)		e	iii		i(#7)		i			#7					m	1	1	0, -3, 1	5	0	0
39	37	293/2	2.5	3/8	3/8	4/4	2	1	i|PAC}		e	iii		i		i						PAC	}	m	1	1	0, -3, 1		0	0
40	38	149	0.5	0	0	4/4	2	1	i6{		e	iii		i6		i		6					{	m	1	1	-3, 1, 0		0	-3
40	38	299/2	1.0	1/8	1/8	4/4	2	1	ii%7(9)		e	iii		ii%7(9)		ii	%	7	9					%7	1	1	2, -1, -4, 0	-3	2	2
40	38	301/2	1.0	3/8	3/8	4/4	2	1	iv43		e	iii		iv43		iv		43						mm7	1	1	0, -3, -1, -4		-1	0
40	38	303/2	1.0	5/8	5/8	4/4	2	1	iv65		e	iii		iv65		iv		65						mm7	1	1	-4, 0, -3, -1		-1	-4
40	38	305/2	0.5	7/8	7/8	4/4	2	1	iv7		e	iii		iv7		iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
41	39	153	1.0	0	0	4/4	2	1	Ger6		e	iii		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6	-4
41	39	154	0.5	1/4	1/4	4/4	2	1	V(#764)		e	iii		V(#764)		V			#764					M	1	1	1, 0, -3	6	1	1
41	39	309/2	2.5	3/8	3/8	4/4	2	1	V(64)		e	iii		V(64)		V			64					M	1	1	1, 0, -3		1	1
42	40	157	1.5	0	0	4/4	2	1	bv.iv6		e	bv		iv6		iv		6						m	1	1	-4, 0, -1		-1	-4
42	40	317/2	0.5	3/8	3/8	4/4	2	1	iv		e	bv		iv		iv								m	1	1	-1, -4, 0		-1	-1
42	40	159	1.0	1/2	1/2	4/4	2	1	V(64)		e	bv		V(64)		V			64					M	1	1	1, 0, -3		1	1
42	40	160	1.0	3/4	3/4	4/4	2	1	V43		e	bv		V43		V		43						Mm7	1	1	2, -1, 1, 5		1	2
43	41	161	3.0	0	0	4/4	2	1	i|IAC}		e	bv		i		i						IAC	}	m	1	1	0, -3, 1		0	0
44	41	164	1.0	0	3/4	4/4	2	1	viio/V		e	bv		viio/V		vii	o			V				o	1	1	6, 3, 0		6	6
45	42	165	1.0	0	0	4/4	2	1	i6{		e	bv		i6		i		6					{	m	1	1	-3, 1, 0		0	-3
45	42	166	1.0	1/4	1/4	4/4	2	1	i6(#7)		e	bv		i6(#7)		i		6	#7					m	1	1	-3, 1, 5		0	-3
45	42	167	2.0	1/2	1/2	4/4	2	1	i6		e	bv		i6		i		6						m	1	1	-3, 1, 0		0	-3
46	43	169	2.0	0	0	4/4	2	1	#viio65(b8)		e	bv		#viio65(b8)		#vii	o	65	b8					o7	1	1	2, -1, -4, 5		5	2
46	43	171	1.5	1/2	1/2	4/4	2	1	#viio65		e	bv		#viio65		#vii	o	65						o7	1	1	2, -1, -4, 5		5	2
46	43	345/2	0.5	7/8	7/8	4/4	2	1	V		e	bv		V		V								M	1	1	1, 5, 2		1	1
47	44	173	1.0	0	0	4/4	2	1	i6		e	bv		i6		i		6						m	1	1	-3, 1, 0		0	-3
47	44	174	1.0	1/4	1/4	4/4	2	1	i6(#7)		e	bv		i6(#7)		i		6	#7					m	1	1	-3, 1, 5		0	-3
47	44	175	2.0	1/2	1/2	4/4	2	1	i6		e	bv		i6		i		6						m	1	1	-3, 1, 0		0	-3
48	45	177	2.0	0	0	4/4	2	1	#viio65(b8)		e	bv		#viio65(b8)		#vii	o	65	b8					o7	1	1	2, -1, -4, 5		5	2
48	45	179	1.0	1/2	1/2	4/4	2	1	#viio65(#7)		e	bv		#viio65(#7)		#vii	o	65	#7					o7	1	1	2, -1, -4, 3		5	2
48	45	180	1.0	3/4	3/4	4/4	2	1	#viio65		e	bv		#viio65		#vii	o	65						o7	1	1	2, -1, -4, 5		5	2
49	46	181	1.0	0	0	4/4	2	1	i.V(64)		e	i		V(64)		V			64					M	1	1	1, 0, -3		1	1
49	46	182	1.0	1/4	1/4	4/4	2	1	V(6+4)		e	i		V(6+4)		V			6+4					M	1	1	1, 5, -3	0	1	1
49	46	183	2.0	1/2	1/2	4/4	2	1	V(64)		e	i		V(64)		V			64					M	1	1	1, 0, -3		1	1
50	47	185	2.0	0	0	4/4	2	1	#viio43(b8)		e	i		#viio43(b8)		#vii	o	43	b8					o7	1	1	-1, -4, 5, 2		5	-1
50	47	187	1.5	1/2	1/2	4/4	2	1	#viio43		e	i		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
50	47	377/2	0.5	7/8	7/8	4/4	2	1	V		e	i		V		V								M	1	1	1, 5, 2		1	1
51	48	189	2.0	0	0	4/4	2	1	i6(9#7)		e	i		i6(9#7)		i		6	9#7					m	1	1	-3, 1, 5	2	0	-3
51	48	191	2.0	1/2	1/2	4/4	2	1	i6		e	i		i6		i		6						m	1	1	-3, 1, 0		0	-3
52	49	193	2.0	0	0	4/4	2	1	ii%7(6)		e	i		ii%7(6)		ii	%	7	6					%7	1	1	2, -1, -2, 0		2	2
52	49	195	1.0	1/2	1/2	4/4	2	1	ii7		e	i		ii7		ii		7						mm7	1	1	2, -1, 3, 0		2	2
52	49	196	1.0	3/4	3/4	4/4	2	1	ii%7		e	i		ii%7		ii	%	7						%7	1	1	2, -1, -4, 0		2	2
53	50	197	1.0	0	0	4/4	2	1	Fr6(2)		e	i		Fr6(2)	Fr	V		43	b52	V				Fr	1	1	-4, 0, 4, 6		2	-4
53	50	198	1.0	1/4	1/4	4/4	2	1	Fr6		e	i		Fr6	Fr	V		43	b5	V				Fr	1	1	-4, 0, 2, 6		2	-4
53	50	199	2.0	1/2	1/2	4/4	2	1	ii%43		e	i		ii%43		ii	%	43						%7	1	1	-4, 0, 2, -1		2	-4
54	51	201	4.0	0	0	4/4	2	1	bV.I64		e	bV		I64		I		64						M	1	0	1, 0, 4		0	1
55	52	205	1.0	0	0	4/4	2	1	IV		e	bV		IV		IV								M	1	0	-1, 3, 0		-1	-1
55	52	206	1.0	1/4	1/4	4/4	2	1	iio		e	bV		iio		ii	o							o	1	0	2, -1, -4		2	2
55	52	207	2.0	1/2	1/2	4/4	2	1	V7		e	bV		V7		V		7						Mm7	1	0	1, 5, 2, -1		1	1
56	53	209	4.0	0	0	4/4	2	1	I64		e	bV		I64		I		64						M	1	0	1, 0, 4		0	1
57	54	213	1.0	0	0	4/4	2	1	IV		e	bV		IV		IV								M	1	0	-1, 3, 0		-1	-1
57	54	214	1.0	1/4	1/4	4/4	2	1	iio		e	bV		iio		ii	o							o	1	0	2, -1, -4		2	2
57	54	215	2.0	1/2	1/2	4/4	2	1	V7		e	bV		V7		V		7						Mm7	1	0	1, 5, 2, -1		1	1
58	55	217	4.0	0	0	4/4	2	1	V.I64		e	V		I64		I		64						M	1	0	1, 0, 4		0	1
59	56	221	1.0	0	0	4/4	2	1	viio65(#74)		e	V		viio65(#74)		vii	o	65	#74					o7	1	0	4, -1, -4, 3		5	4
59	56	222	1.0	1/4	1/4	4/4	2	1	viio65		e	V		viio65		vii	o	65						o7	1	0	2, -1, -4, 5		5	2
59	56	223	2.0	1/2	1/2	4/4	2	1	V7		e	V		V7		V		7						Mm7	1	0	1, 5, 2, -1		1	1
60	57	225	4.0	0	0	4/4	2	1	I64		e	V		I64		I		64						M	1	0	1, 0, 4		0	1
61	58	229	1.0	0	0	4/4	2	1	viio65(#74)		e	V		viio65(#74)		vii	o	65	#74					o7	1	0	4, -1, -4, 3		5	4
61	58	230	1.0	1/4	1/4	4/4	2	1	viio65		e	V		viio65		vii	o	65						o7	1	0	2, -1, -4, 5		5	2
61	58	231	5.0	1/2	1/2	4/4	2	1	V7|HC}		e	V		V7		V		7				HC	}	Mm7	1	0	1, 5, 2, -1		1	1
62	59	236	1.0	3/4	3/4	4/4	2	1	bv.Ger6		e	bv		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6	-4
63	60	237	2.0	0	0	4/4	2	1	V(64)		e	bv		V(64)		V			64					M	1	1	1, 0, -3		1	1
63	60	239	1.0	1/2	1/2	4/4	2	1	#viio43(4)		e	bv		#viio43(4)		#vii	o	43	4					o7	1	1	-1, -4, 5, -3		5	-1
63	60	240	1.0	3/4	3/4	4/4	2	1	#viio43		e	bv		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
64	61	241	4.0	0	0	4/4	2	1	i6(9#7)		e	bv		i6(9#7)		i		6	9#7					m	1	1	-3, 1, 5	2	0	-3
65	62	245	3.0	0	0	4/4	2	1	i6		e	bv		i6		i		6						m	1	1	-3, 1, 0		0	-3
65	62	248	1.0	3/4	3/4	4/4	2	1	bii.Ger6		e	bii		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6	-4
66	63	249	2.0	0	0	4/4	2	1	V(64)		e	bii		V(64)		V			64					M	1	1	1, 0, -3		1	1
66	63	251	1.0	1/2	1/2	4/4	2	1	#viio43(4)		e	bii		#viio43(4)		#vii	o	43	4					o7	1	1	-1, -4, 5, -3		5	-1
66	63	252	1.0	3/4	3/4	4/4	2	1	#viio43		e	bii		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
67	64	253	4.0	0	0	4/4	2	1	i6(9#7)		e	bii		i6(9#7)		i		6	9#7					m	1	1	-3, 1, 5	2	0	-3
68	65	257	3.0	0	0	4/4	2	1	i6		e	bii		i6		i		6						m	1	1	-3, 1, 0		0	-3
68	65	260	2.0	3/4	3/4	4/4	2	1	i.vi64		e	i		vi64		vi		64						m	1	1	-3, -4, -7		-4	-3
69	66	262	2.0	1/4	1/4	4/4	2	1	#viio65		e	i		#viio65		#vii	o	65						o7	1	1	2, -1, -4, 5		5	2
69	66	264	1.0	3/4	3/4	4/4	2	1	V7		e	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
70	67	265	2.0	0	0	4/4	2	1	i[i		e	i	i	i		i								m	1	1	0, -3, 1		0	0
70	67	267	2.0	1/2	1/2	4/4	2	1	#viio7/iv		e	i		#viio7/iv		#vii	o	7		iv				o7	1	1	4, 1, -2, -5		4	4
71	68	269	0.5	0	0	4/4	2	1	bII6(4)		e	i		bII6(4)		bII		6	4					M	1	1	1, -4, -5		-5	1
71	68	539/2	1.5	1/8	1/8	4/4	2	1	bII6		e	i		bII6		bII		6						M	1	1	-1, -4, -5		-5	-1
71	68	271	2.0	1/2	1/2	4/4	2	1	Ger7		e	i		Ger7	Ger	vii	o	7	b3	V				Ger	1	1	6, -4, 0, -3		6	6
72	69	273	1.0	0	0	4/4	2	1	i(6)	VI6	e	i		i(6)		i			6					m	1	1	0, -3, -4		0	0
72	69	274	1.0	1/4	1/4	4/4	2	1	i		e	i		i		i								m	1	1	0, -3, 1		0	0
72	69	275	2.0	1/2	1/2	4/4	2	1	#viio43/iv		e	i		#viio43/iv		#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4	-2
73	70	277	0.5	0	0	4/4	2	1	bII64(4)		e	i		bII64(4)		bII		64	4					M	1	1	-4, -5, 1		-5	-4
73	70	555/2	1.5	1/8	1/8	4/4	2	1	bII64		e	i		bII64		bII		64						M	1	1	-4, -5, -1		-5	-4
73	70	279	2.0	1/2	1/2	4/4	2	1	Ger7		e	i		Ger7	Ger	vii	o	7	b3	V				Ger	1	1	6, -4, 0, -3		6	6
74	71	281	2.0	0	0	4/4	2	1	Ger6		e	i		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6	-4
74	71	283	1.0	1/2	1/2	4/4	2	1	#viio2		e	i		#viio2		#vii	o	2						o7	1	1	-4, 5, 2, -1		5	-4
74	71	284	1.0	3/4	3/4	4/4	2	1	iv		e	i		iv		iv								m	1	1	-1, -4, 0		-1	-1
75	72	285	4.0	0	0	4/4	2	1	i(6+4)		e	i		i(6+4)		i			6+4					m	1	1	0, -3, -4	-1	0	0
76	73	289	7.0	0	0	4/4	2	1	i|PC}		e	i		i		i						PC	}	m	1	1	0, -3, 1		0	0
78	74	296	1.0	0	3/4	4/4	2	1	VI.V		e	VI		V		V								M	1	0	1, 5, 2		1	1
79	75	297	1.0	0	0	4/4	2	1	I{		e	VI		I		I							{	M	1	0	0, 4, 1		0	0
79	75	298	2.0	1/4	1/4	4/4	2	1	I(9)		e	VI		I(9)		I			9					M	1	0	0, 4, 1	2	0	0
79	75	300	1.0	3/4	3/4	4/4	2	1	I		e	VI		I		I								M	1	0	0, 4, 1		0	0
80	76	301	1.0	0	0	4/4	2	1	vi		e	VI		vi		vi								m	1	0	3, 0, 4		3	3
80	76	302	2.0	1/4	1/4	4/4	2	1	vi(9)		e	VI		vi(9)		vi			9					m	1	0	3, 0, 4	5	3	3
80	76	304	1.0	3/4	3/4	4/4	2	1	vi		e	VI		vi		vi								m	1	0	3, 0, 4		3	3
81	77	305	2.0	0	0	4/4	2	1	viio7/V		e	VI		viio7/V		vii	o	7		V				o7	1	0	6, 3, 0, -3		6	6
81	77	307	1.5	1/2	1/2	4/4	2	1	V(#7)		e	VI		V(#7)		V			#7					M	1	0	1, 5, 2	6	1	1
81	77	617/2	0.5	7/8	7/8	4/4	2	1	V		e	VI		V		V								M	1	0	1, 5, 2		1	1
82	78	309	2.0	0	0	4/4	2	1	viio7(#0)		e	VI		viio7(#0)		vii	o	7	#0					o7	1	0	5, 2, -1, -4		5	5
82	78	311	1.0	1/2	1/2	4/4	2	1	viio7		e	VI		viio7		vii	o	7						o7	1	0	5, 2, -1, -4		5	5
82	78	312	1.0	3/4	3/4	4/4	2	1	V65		e	VI		V65		V		65						Mm7	1	0	5, 2, -1, 1		1	5
83	79	313	1.0	0	0	4/4	2	1	I		e	VI		I		I								M	1	0	0, 4, 1		0	0
83	79	314	2.0	1/4	1/4	4/4	2	1	I(9)		e	VI		I(9)		I			9					M	1	0	0, 4, 1	2	0	0
83	79	316	1.0	3/4	3/4	4/4	2	1	I		e	VI		I		I								M	1	0	0, 4, 1		0	0
84	80	317	1.0	0	0	4/4	2	1	vi		e	VI		vi		vi								m	1	0	3, 0, 4		3	3
84	80	318	2.0	1/4	1/4	4/4	2	1	vi(9)		e	VI		vi(9)		vi			9					m	1	0	3, 0, 4	5	3	3
84	80	320	1.0	3/4	3/4	4/4	2	1	vi		e	VI		vi		vi								m	1	0	3, 0, 4		3	3
85	81	321	2.0	0	0	4/4	2	1	iv.V43/V		e	iv		V43/V		V		43		V				Mm7	1	1	3, 0, 2, 6		2	3
85	81	323	2.0	1/2	1/2	4/4	2	1	Fr6		e	iv		Fr6	Fr	V		43	b5	V				Fr	1	1	-4, 0, 2, 6		2	-4
86	82	325	4.0	0	0	4/4	2	1	V(4)		e	iv		V(4)		V			4					M	1	1	1, 0, 2		1	1
87	83	329	2.0	0	0	4/4	2	1	V65(b5)/V		e	iv		V65(b5)/V		V		65	b5	V				Mm7	1	1	6, -4, 0, 2		2	6
87	83	331	1.5	1/2	1/2	4/4	2	1	ii65		e	iv		ii65		ii		65						mm7	1	1	-1, 3, 0, 2		2	-1
87	83	665/2	0.5	7/8	7/8	4/4	2	1	I.V7(+6)/V		e	I		V7(+6)/V		V		7	+6	V				Mm7	1	0	2, 6, 3, 0	5	2	2
