mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
188	184	5/8	5/8	4/4	2	1	I64					e	III		I64		I		64						M	1	0	2, 1, 5		1	2	0.0	7.0	0.0	0.0	0.5	0.0
188	184	7/8	7/8	4/4	2	1	I					e	III		I		I								M	1	0	1, 5, 2		1	1	0.0	4.0	0.0	0.0	0.25	0.0
189	185	0	0	4/4	2	1	I6					e	III		I6		I		6						M	1	0	5, 2, 1		1	5	0.0	3.0	0.0	0.0	0.20833333333333334	0.0
189	185	1/8	1/8	4/4	2	1	I6(2)					e	III		I6(2)		I		6	2					M	1	0	5, 2, 3		1	5	2.0	5.0	0.2857142857142857	0.08333333333333333	0.4166666666666667	0.16666666666666666
189	185	3/8	3/8	4/4	2	1	I					e	III		I		I								M	1	0	1, 5, 2		1	1	1.0	6.0	0.14285714285714285	0.041666666666666664	0.4166666666666667	0.0909090909090909
189	185	5/8	5/8	4/4	2	1	I.V64					e	I		V64		V		64						M	1	0	6, 5, 9		5	6	0.0	7.0	0.0	0.0	0.5	0.0
189	185	7/8	7/8	4/4	2	1	V					e	I		V		V								M	1	0	5, 9, 6		5	5	0.0	5.0	0.0	0.0	0.375	0.0
190	186	0	0	4/4	2	1	iv6					e	I		iv6		iv		6						m	1	0	0, 4, 3		3	0	0.0	4.0	0.0	0.0	0.3333333333333333	0.0
190	186	1/8	1/8	4/4	2	1	iv6(2)					e	I		iv6(2)		iv		6	2					m	1	0	0, 4, 5		3	0	2.0	6.0	0.25	0.08333333333333333	0.6666666666666666	0.1111111111111111
190	186	3/8	3/8	4/4	2	1	iv					e	I		iv		iv								m	1	0	3, 0, 4		3	3	0.0	5.0	0.0	0.0	0.375	0.0
190	186	1/2	1/2	4/4	2	1	bII					e	I		bII		bII								M	1	0	-1, 3, 0		-1	-1	2.0	2.0	0.5	0.25	0.08333333333333333	0.75
190	186	5/8	5/8	4/4	2	1	bII6(2)					e	I		bII6(2)		bII		6	2					M	1	0	3, 0, 8		-1	3	4.0	4.0	0.5	0.5833333333333334	0.16666666666666666	0.7777777777777778
190	186	7/8	7/8	4/4	2	1	bIIM2					e	I		bIIM2		bII	M	2						MM7	1	0	4, -1, 3, 0		-1	4	0.0	5.0	0.0	0.0	0.375	0.0
191	187	0	0	4/4	2	1	V/bIII					e	I		V/bIII		V				bIII				M	1	0	2, 6, 3		2	2	2.0	4.0	0.3333333333333333	0.25	0.16666666666666666	0.6000000000000001
191	187	1/8	1/8	4/4	2	1	V(2)/bIII					e	I		V(2)/bIII		V			2	bIII				M	1	0	4, 6, 3		2	4	6.0	8.0	0.42857142857142855	0.6666666666666666	0.3333333333333333	0.6666666666666666
191	187	3/8	3/8	4/4	2	1	V2/bIII					e	I		V2/bIII		V		2		bIII				Mm7	1	0	0, 2, 6, 3		2	0	0.0	6.0	0.0	0.0	0.4166666666666667	0.0
191	187	1/2	1/2	4/4	2	1	V|HC}					e	I		V		V						HC	}	M	1	0	5, 9, 6		5	5	0.0	23.0	0.0	0.0	1.375	0.0
192	188	0	0	4/4	2	1	I6{					e	I		I6		I		6					{	M	1	0	8, 5, 4		4	8	0.0	7.0	0.0	0.0	0.5416666666666666	0.0
192	188	1/8	1/8	4/4	2	1	I(2)					e	I		I(2)		I			2					M	1	0	6, 8, 5		4	6	0.0	23.0	0.0	0.0	1.5833333333333333	0.0
192	188	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
192	188	1/2	1/2	4/4	2	1	vi6					e	I		vi6		vi		6						m	1	0	4, 8, 7		7	4	0.0	7.0	0.0	0.0	0.5416666666666666	0.0
192	188	5/8	5/8	4/4	2	1	vi(2)					e	I		vi(2)		vi			2					m	1	0	9, 4, 8		7	9	0.0	23.0	0.0	0.0	1.5833333333333333	0.0
192	188	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
193	189	0	0	4/4	2	1	viio65/V					e	I		viio65/V		vii	o	65		V				o7	1	0	7, 4, 1, 10		10	7	0.0	23.0	0.0	0.0	1.5833333333333333	0.0
193	189	1/4	1/4	4/4	2	1	V(#0)					e	I		V(#0)		V			#0					M	1	0	5, 9, 6		5	5	3.0	16.0	0.15789473684210525	0.5625	0.6666666666666666	0.45762711864406785
193	189	7/16	7/16	4/4	2	1	V					e	I		V		V								M	1	0	5, 9, 6		5	5	0.0	3.0	0.0	0.0	0.1875	0.0
193	189	1/2	1/2	4/4	2	1	V43					e	I		V43		V		43						Mm7	1	0	6, 3, 5, 9		5	6	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
193	189	5/8	5/8	4/4	2	1	iio64					e	I		iio64		ii	o	64						o	1	0	0, 6, 3		6	0	5.0	18.0	0.21739130434782608	0.20833333333333334	1.375	0.13157894736842107
193	189	7/8	7/8	4/4	2	1	V					e	I		V		V								M	1	0	5, 9, 6		5	5	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
194	190	0	0	4/4	2	1	I6					e	I		I6		I		6						M	1	0	8, 5, 4		4	8	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
194	190	1/8	1/8	4/4	2	1	I(2)					e	I		I(2)		I			2					M	1	0	6, 8, 5		4	6	0.0	23.0	0.0	0.0	1.5833333333333333	0.0
194	190	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
194	190	1/2	1/2	4/4	2	1	vi6					e	I		vi6		vi		6						m	1	0	4, 8, 7		7	4	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
194	190	5/8	5/8	4/4	2	1	vi(2)					e	I		vi(2)		vi			2					m	1	0	9, 4, 8		7	9	0.0	23.0	0.0	0.0	1.5833333333333333	0.0
194	190	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	11.0	0.0	0.0	0.7083333333333334	0.0
195	191	0	0	4/4	2	1	V7/V					e	I		V7/V		V		7		V				Mm7	1	0	6, 10, 7, 4		6	6	0.0	36.0	0.0	0.0	1.5	0.0
195	191	1/4	1/4	4/4	2	1	V7(b9)/V					e	I		V7(b9)/V		V		7	b9	V				Mm7	1	0	6, 10, 7, 4	1	6	6	0.0	31.0	0.0	0.0	1.375	0.0
195	191	11/24	11/24	4/4	2	1	V7/V					e	I		V7/V		V		7		V				Mm7	1	0	6, 10, 7, 4		6	6	0.0	7.0	0.0	0.0	0.2916666666666667	0.0
195	191	1/2	1/2	4/4	2	1	V7					e	I		V7		V		7						Mm7	1	0	5, 9, 6, 3		5	5	4.0	46.0	0.08	0.16666666666666666	2.3333333333333335	0.06666666666666667
196	192	0	0	4/4	2	1	I|IAC}{					e	I		I		I						IAC	}{	M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.5	0.0
196	192	1/8	1/8	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	0.0	37.0	0.0	0.0	1.9583333333333333	0.0
196	192	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	19.0	0.0	0.0	0.875	0.0
196	192	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	4.0	0.0	0.0	0.5	0.0
196	192	5/8	5/8	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	0.0	31.0	0.0	0.0	1.7083333333333333	0.0
196	192	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	19.0	0.0	0.0	0.875	0.0
197	193	0	0	4/4	2	1	viio/V					e	I		viio/V		vii	o			V				o	1	0	10, 7, 4		10	10	8.0	20.0	0.2857142857142857	0.3333333333333333	1.6666666666666667	0.16666666666666666
197	193	1/4	1/4	4/4	2	1	V(#7)					e	I		V(#7)		V			#7					M	1	0	5, 9, 6	10	5	5	0.0	27.0	0.0	0.0	1.875	0.0
197	193	1/2	1/2	4/4	2	1	viio7					e	I		viio7		vii	o	7						o7	1	0	9, 6, 3, 0		9	9	0.0	41.0	0.0	0.0	2.5	0.0
197	193	7/8	7/8	4/4	2	1	V7					e	I		V7		V		7						Mm7	1	0	5, 9, 6, 3		5	5	0.0	19.0	0.0	0.0	0.875	0.0
198	194	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.5	0.0
198	194	1/8	1/8	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	0.0	37.0	0.0	0.0	1.9583333333333333	0.0
198	194	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	19.0	0.0	0.0	0.875	0.0
198	194	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	4.0	0.0	0.0	0.5	0.0
198	194	5/8	5/8	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	0.0	31.0	0.0	0.0	1.7083333333333333	0.0
198	194	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	19.0	0.0	0.0	0.9583333333333334	0.0
199	195	0	0	4/4	2	1	#vi.V43/V					e	#vi		V43/V		V		43		V				Mm7	1	1	10, 7, 9, 13		9	10	0.0	48.0	0.0	0.0	2.0	0.0
199	195	1/4	1/4	4/4	2	1	Fr6					e	#vi		Fr6	Fr	V		43	b5	V				Fr	1	1	3, 7, 9, 13		9	3	0.0	48.0	0.0	0.0	2.0	0.0
199	195	1/2	1/2	4/4	2	1	V|HC}					e	#vi		V		V						HC	}	M	1	1	8, 12, 9		8	8	0.0	30.0	0.0	0.0	2.125	0.0
200	196	0	0	4/4	2	1	I.ii{					e	I		ii		ii							{	m	1	0	6, 3, 7		6	6	0.0	8.0	0.0	0.0	1.0	0.0
200	196	1/8	1/8	4/4	2	1	ii(+4)					e	I		ii(+4)		ii			+4					m	1	0	6, 3, 7	5	6	6	6.0	20.0	0.23076923076923078	0.25	1.25	0.16666666666666666
200	196	3/8	3/8	4/4	2	1	ii					e	I		ii		ii								m	1	0	6, 3, 7		6	6	2.0	12.0	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
200	196	1/2	1/2	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	0.0	6.0	0.0	0.0	0.75	0.0
200	196	5/8	5/8	4/4	2	1	vi(9)					e	I		vi(9)		vi			9					m	1	0	7, 4, 8	9	7	7	4.0	22.0	0.15384615384615385	0.16666666666666666	1.3333333333333333	0.1111111111111111
200	196	7/8	7/8	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	2.0	12.0	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
201	197	0	0	4/4	2	1	ii%43					e	I		ii%43		ii	%	43						%7	1	0	0, 4, 6, 3		6	0	1.0	13.0	0.07142857142857142	0.125	0.625	0.16666666666666666
201	197	1/8	1/8	4/4	2	1	iv7					e	I		iv7		iv		7						mm7	1	0	3, 0, 4, 1		3	3	4.0	10.0	0.2857142857142857	0.25	0.5	0.3333333333333333
201	197	1/4	1/4	4/4	2	1	V7					e	I		V7		V		7						Mm7	1	0	5, 9, 6, 3		5	5	0.0	28.0	0.0	0.0	1.5	0.0
201	197	1/2	1/2	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	39.0	0.0	0.0	3.125	0.0
202	198	0	0	4/4	2	1	III.ii					e	III		ii		ii								m	1	0	3, 0, 4		3	3	0.0	8.0	0.0	0.0	1.0	0.0
202	198	1/8	1/8	4/4	2	1	ii(+4)					e	III		ii(+4)		ii			+4					m	1	0	3, 0, 4	2	3	3	6.0	20.0	0.23076923076923078	0.25	1.25	0.16666666666666666
202	198	3/8	3/8	4/4	2	1	ii					e	III		ii		ii								m	1	0	3, 0, 4		3	3	2.0	12.0	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
202	198	1/2	1/2	4/4	2	1	vi					e	III		vi		vi								m	1	0	4, 1, 5		4	4	0.0	6.0	0.0	0.0	0.75	0.0
202	198	5/8	5/8	4/4	2	1	vi(9)					e	III		vi(9)		vi			9					m	1	0	4, 1, 5	6	4	4	4.0	22.0	0.15384615384615385	0.16666666666666666	1.3333333333333333	0.1111111111111111
202	198	7/8	7/8	4/4	2	1	vi					e	III		vi		vi								m	1	0	4, 1, 5		4	4	2.0	12.0	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
203	199	0	0	4/4	2	1	ii%43					e	III		ii%43		ii	%	43						%7	1	0	-3, 1, 3, 0		3	-3	1.0	13.0	0.07142857142857142	0.125	0.625	0.16666666666666666
203	199	1/8	1/8	4/4	2	1	iv7					e	III		iv7		iv		7						mm7	1	0	0, -3, 1, -2		0	0	4.0	10.0	0.2857142857142857	0.25	0.5	0.3333333333333333
203	199	1/4	1/4	4/4	2	1	V7					e	III		V7		V		7						Mm7	1	0	2, 6, 3, 0		2	2	0.0	28.0	0.0	0.0	1.5	0.0
203	199	1/2	1/2	4/4	2	1	I					e	III		I		I								M	1	0	1, 5, 2		1	1	0.0	36.0	0.0	0.0	2.625	0.0
204	200	0	0	4/4	2	1	bVI6					e	III		bVI6		bVI		6						M	1	0	1, -2, -3		-3	1	0.0	10.0	0.0	0.0	0.5	0.0
204	200	1/8	1/8	4/4	2	1	bVI(9)					e	III		bVI(9)		bVI			9					M	1	0	-3, 1, -2	6	-3	-3	2.0	24.0	0.07692307692307693	0.5	1.0	0.3333333333333333
204	200	3/8	3/8	4/4	2	1	bVI					e	III		bVI		bVI								M	1	0	-3, 1, -2		-3	-3	0.0	14.0	0.0	0.0	0.75	0.0
204	200	1/2	1/2	4/4	2	1	bVI+					e	III		bVI+		bVI	+							+	1	0	-3, 1, 5		-3	-3	0.0	14.0	0.0	0.0	0.75	0.0
204	200	5/8	5/8	4/4	2	1	I64					e	III		I64		I		64						M	1	0	2, 1, 5		1	2	0.0	20.0	0.0	0.0	1.0	0.0
204	200	19/24	19/24	4/4	2	1	I					e	III		I		I								M	1	0	1, 5, 2		1	1	0.0	6.0	0.0	0.0	0.25	0.0
205	201	0	0	4/4	2	1	bVI6					e	III		bVI6		bVI		6						M	1	0	1, -2, -3		-3	1	0.0	15.0	0.0	0.0	0.875	0.0
205	201	1/8	1/8	4/4	2	1	bVI6(9)					e	III		bVI6(9)		bVI		6	9					M	1	0	1, -2, -3	6	-3	1	2.0	25.0	0.07407407407407407	0.5	1.25	0.2857142857142857
205	201	3/8	3/8	4/4	2	1	bVI6					e	III		bVI6		bVI		6						M	1	0	1, -2, -3		-3	1	0.0	16.0	0.0	0.0	1.0	0.0
205	201	1/2	1/2	4/4	2	1	bVI+6					e	III		bVI+6		bVI	+	6						+	1	0	1, 5, -3		-3	1	0.0	16.0	0.0	0.0	1.0	0.0
205	201	5/8	5/8	4/4	2	1	I					e	III		I		I								M	1	0	1, 5, 2		1	1	0.0	24.0	0.0	0.0	1.5	0.0
205	201	5/6	5/6	4/4	2	1	I6					e	III		I6		I		6						M	1	0	5, 2, 1		1	5	0.0	19.0	0.0	0.0	0.875	0.0
206	202	1/8	1/8	4/4	2	1	I(2)					e	III		I(2)		I			2					M	1	0	3, 5, 2		1	3	6.0	20.0	0.23076923076923078	0.25	1.25	0.16666666666666666
206	202	3/8	3/8	4/4	2	1	I					e	III		I		I								M	1	0	1, 5, 2		1	1	0.0	14.0	0.0	0.0	0.75	0.0
206	202	1/2	1/2	4/4	2	1	I+					e	III		I+		I	+							+	1	0	1, 5, 9		1	1	0.0	14.0	0.0	0.0	0.75	0.0
206	202	5/8	5/8	4/4	2	1	III64					e	III		III64		III		64						M	1	0	6, 5, 9		5	6	0.0	20.0	0.0	0.0	1.0	0.0
206	202	19/24	19/24	4/4	2	1	III					e	III		III		III								M	1	0	5, 9, 6		5	5	0.0	6.0	0.0	0.0	0.25	0.0
207	203	0	0	4/4	2	1	I6					e	III		I6		I		6						M	1	0	5, 2, 1		1	5	0.0	15.0	0.0	0.0	0.875	0.0
207	203	1/8	1/8	4/4	2	1	I6(9)					e	III		I6(9)		I		6	9					M	1	0	5, 2, 1	3	1	5	0.0	27.0	0.0	0.0	1.75	0.0
207	203	3/8	3/8	4/4	2	1	I6					e	III		I6		I		6						M	1	0	5, 2, 1		1	5	0.0	16.0	0.0	0.0	1.0	0.0
207	203	1/2	1/2	4/4	2	1	I+6					e	III		I+6		I	+	6						+	1	0	5, 9, 1		1	5	0.0	16.0	0.0	0.0	1.0	0.0
207	203	5/8	5/8	4/4	2	1	I.V					e	I		V		V								M	1	0	5, 9, 6		5	5	0.0	24.0	0.0	0.0	2.5	0.0
208	204	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	14.0	19.0	0.42424242424242425	0.5833333333333334	1.5416666666666667	0.27450980392156865
208	204	1/2	1/2	4/4	2	1	V6					e	I		V6		V		6						M	1	0	9, 6, 5		5	9	14.0	18.0	0.4375	0.5833333333333334	1.5	0.27999999999999997
209	205	0	0	4/4	2	1	vi					e	I		vi		vi								m	1	0	7, 4, 8		7	7	14.0	20.0	0.4117647058823529	0.5833333333333334	1.5833333333333333	0.2692307692307693
209	205	1/2	1/2	4/4	2	1	V6/vi					e	I		V6/vi		V		6		vi				M	1	0	12, 9, 8		8	12	16.0	16.0	0.5	0.6666666666666666	1.4166666666666667	0.31999999999999995
210	206	0	0	4/4	2	1	#viio43/ii					e	I		#viio43/ii		#vii	o	43		ii				o7	1	0	5, 2, 11, 8		11	5	8.0	13.0	0.38095238095238093	0.3333333333333333	1.125	0.22857142857142856
210	206	1/4	1/4	4/4	2	1	viio7/V					e	I		viio7/V		vii	o	7		V				o7	1	0	10, 7, 4, 1		10	10	8.0	11.0	0.42105263157894735	0.3333333333333333	1.0416666666666667	0.2424242424242424
210	206	1/2	1/2	4/4	2	1	viio43					e	I		viio43		vii	o	43						o7	1	0	3, 0, 9, 6		9	3	8.0	11.0	0.42105263157894735	0.3333333333333333	1.0416666666666667	0.2424242424242424
210	206	3/4	3/4	4/4	2	1	I6					e	I		I6		I		6						M	1	0	8, 5, 4		4	8	4.0	10.0	0.2857142857142857	0.16666666666666666	0.9166666666666666	0.15384615384615385
211	207	0	0	4/4	2	1	V.Fr6					e	V		Fr6	Fr	V		43	b5	V				Fr	1	0	1, 5, 7, 11		7	1	0.0	42.0	0.0	0.0	1.75	0.0
211	207	1/4	1/4	4/4	2	1	V7					e	V		V7		V		7						Mm7	1	0	6, 10, 7, 4		6	6	0.0	42.0	0.0	0.0	1.75	0.0
211	207	1/2	1/2	4/4	2	1	I.Fr6					e	I		Fr6	Fr	V		43	b5	V				Fr	1	0	0, 4, 6, 10		6	0	0.0	42.0	0.0	0.0	1.75	0.0
211	207	3/4	3/4	4/4	2	1	V7					e	I		V7		V		7						Mm7	1	0	5, 9, 6, 3		5	5	0.0	7.0	0.0	0.0	0.875	0.0
211	207	7/8	7/8	4/4	2	1	V+					e	I		V+		V	+							+	1	0	5, 9, 13		5	5	0.0	5.0	0.0	0.0	0.625	0.0
212	208	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.5	0.0
212	208	1/8	1/8	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	0.0	37.0	0.0	0.0	1.9583333333333333	0.0
212	208	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	7.0	0.0	0.0	0.875	0.0
212	208	1/2	1/2	4/4	2	1	vii%7/bII					e	I		vii%7/bII		vii	%	7		bII				%7	1	0	4, 1, -2, 2		4	4	0.0	41.0	0.0	0.0	2.25	0.0
212	208	7/8	7/8	4/4	2	1	V6/bII					e	I		V6/bII		V		6		bII				M	1	0	4, 1, 0		0	4	0.0	6.0	0.0	0.0	0.75	0.0
213	209	0	0	4/4	2	1	bII6					e	I		bII6		bII		6						M	1	0	3, 0, -1		-1	3	0.0	4.0	0.0	0.0	0.25	0.0
213	209	1/8	1/8	4/4	2	1	bII(2)					e	I		bII(2)		bII			2					M	1	0	8, 3, 0		-1	8	7.0	12.0	0.3684210526315789	0.5	0.5	0.5
213	209	3/8	3/8	4/4	2	1	bII					e	I		bII		bII								M	1	0	-1, 3, 0		-1	-1	2.0	13.0	0.13333333333333333	0.08333333333333333	0.7083333333333334	0.10526315789473682
213	209	5/8	5/8	4/4	2	1	V65(4b2)					e	I		V65(4b2)		V		65	4b2					Mm7	1	0	4, 6, 3, 0		5	4	6.0	19.0	0.24	0.25	1.0	0.2
213	209	7/8	7/8	4/4	2	1	V65					e	I		V65		V		65						Mm7	1	0	9, 6, 3, 5		5	9	0.0	13.0	0.0	0.0	0.625	0.0
214	210	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.5	0.0
214	210	1/8	1/8	4/4	2	1	I(9)					e	I		I(9)		I			9					M	1	0	4, 8, 5	6	4	4	0.0	37.0	0.0	0.0	1.9583333333333333	0.0
214	210	3/8	3/8	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	7.0	0.0	0.0	0.875	0.0
214	210	1/2	1/2	4/4	2	1	viio7/bII					e	I		viio7/bII		vii	o	7		bII				o7	1	0	4, 1, -2, -5		4	4	0.0	41.0	0.0	0.0	2.4583333333333335	0.0
214	210	7/8	7/8	4/4	2	1	V65/bII					e	I		V65/bII		V		65		bII				Mm7	1	0	4, 1, -2, 0		0	4	0.0	7.0	0.0	0.0	0.875	0.0
215	211	0	0	4/4	2	1	bii6					e	I		bii6		bii		6						m	1	0	-4, 0, -1		-1	-4	0.0	4.0	0.0	0.0	0.25	0.0
215	211	1/8	1/8	4/4	2	1	bii(2)					e	I		bii(2)		bii			2					m	1	0	8, -4, 0		-1	8	7.0	12.0	0.3684210526315789	0.5	0.5	0.5
215	211	3/8	3/8	4/4	2	1	bii					e	I		bii		bii								m	1	0	-1, -4, 0		-1	-1	3.0	12.0	0.2	0.125	0.6666666666666666	0.15789473684210528
215	211	5/8	5/8	4/4	2	1	V65(4b2)					e	I		V65(4b2)		V		65	4b2					Mm7	1	0	4, 6, 3, 0		5	4	6.0	19.0	0.24	0.25	1.0	0.2
215	211	7/8	7/8	4/4	2	1	V65					e	I		V65		V		65						Mm7	1	0	9, 6, 3, 5		5	9	0.0	13.0	0.0	0.0	0.625	0.0
216	212	0	0	4/4	2	1	I|IAC}					e	I		I		I						IAC	}	M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.25	0.0
216	212	1/8	1/8	4/4	2	1	V2/IV					e	I		V2/IV		V		2		IV				Mm7	1	0	2, 4, 8, 5		4	2	0.0	10.0	0.0	0.0	0.625	0.0
216	212	1/4	1/4	4/4	2	1	Ger6(2)					e	I		Ger6(2)	Ger	vii	o	65	b32	V				Ger	1	0	0, 4, 1, 5		10	0	3.0	6.0	0.3333333333333333	0.125	0.25	0.3333333333333333
216	212	3/8	3/8	4/4	2	1	Ger6					e	I		Ger6	Ger	vii	o	65	b3	V				Ger	1	0	0, 4, 1, 10		10	0	0.0	10.0	0.0	0.0	0.5	0.0
216	212	1/2	1/2	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	4.0	0.0	0.0	0.25	0.0
216	212	5/8	5/8	4/4	2	1	V2/IV					e	I		V2/IV		V		2		IV				Mm7	1	0	2, 4, 8, 5		4	2	0.0	10.0	0.0	0.0	0.625	0.0
216	212	3/4	3/4	4/4	2	1	Ger6(2)					e	I		Ger6(2)	Ger	vii	o	65	b32	V				Ger	1	0	0, 4, 1, 5		10	0	3.0	6.0	0.3333333333333333	0.125	0.25	0.3333333333333333
216	212	7/8	7/8	4/4	2	1	Ger6					e	I		Ger6	Ger	vii	o	65	b3	V				Ger	1	0	0, 4, 1, 10		10	0	0.0	10.0	0.0	0.0	0.5	0.0
217	213	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	5.0	0.0	0.0	0.375	0.0
217	213	1/8	1/8	4/4	2	1	V2/IV					e	I		V2/IV		V		2		IV				Mm7	1	0	2, 4, 8, 5		4	2	0.0	11.0	0.0	0.0	0.875	0.0
217	213	1/4	1/4	4/4	2	1	Ger6(2)					e	I		Ger6(2)	Ger	vii	o	65	b32	V				Ger	1	0	0, 4, 1, 5		10	0	3.0	6.0	0.3333333333333333	0.125	0.25	0.3333333333333333
217	213	3/8	3/8	4/4	2	1	Ger6					e	I		Ger6	Ger	vii	o	65	b3	V				Ger	1	0	0, 4, 1, 10		10	0	0.0	11.0	0.0	0.0	0.625	0.0
217	213	1/2	1/2	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	5.0	0.0	0.0	0.375	0.0
217	213	5/8	5/8	4/4	2	1	V2					e	I		V2		V		2						Mm7	1	0	3, 5, 9, 6		5	3	8.0	3.0	0.7272727272727273	0.75	0.125	0.8571428571428571
217	213	3/4	3/4	4/4	2	1	Ger6(2)					e	I		Ger6(2)	Ger	vii	o	65	b32	V				Ger	1	0	0, 4, 1, 5		10	0	3.0	6.0	0.3333333333333333	0.125	0.25	0.3333333333333333
217	213	7/8	7/8	4/4	2	1	Ger6					e	I		Ger6	Ger	vii	o	65	b3	V				Ger	1	0	0, 4, 1, 10		10	0	0.0	11.0	0.0	0.0	0.625	0.0
218	214	0	0	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	52.0	0.0	0.0	2.8333333333333335	0.0
219	214	0	15/16	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	2.0	0.0	0.0	0.125	0.0
220	215	0	0	4/4	2	1	bII(7)					e	I		bII(7)		bII			7					M	1	0	-1, 3, 0	4	-1	-1	0.0	6.0	0.0	0.0	3.25	0.0
220	215	1/8	1/8	4/4	2	1	bII(6)					e	I		bII(6)		bII			6					M	1	0	-1, 3, 9		-1	-1	0.0	2.0	0.0	0.0	0.5	0.0
220	215	3/8	3/8	4/4	2	1	bII					e	I		bII		bII								M	1	0	-1, 3, 0		-1	-1	4.0	6.0	0.4	0.5	1.25	0.2857142857142857
221	216	0	0	4/4	2	1	I(b6)					e	I		I(b6)		I			b6					M	1	0	4, 8, 0		4	4	0.0	6.0	0.0	0.0	4.5	0.0
221	216	1/4	1/4	4/4	2	1	I					e	I		I		I								M	1	0	4, 8, 5		4	4	0.0	2.0	0.0	0.0	1.5	0.0
